Value,Disaggregation combinations using this value,Number of indicators
Crustaceans,1,1
Groundfish,1,1
Large pelagics,1,1
Marine mammals,1,1
Molluscs,1,1
Others,1,1
Salmonids,1,1
Small pelagics,1,1
