Value,en,fr,Disaggregation combinations using this value,Number of indicators
1.46478873239437,1.46478873239437,1.46478873239437,2,1
146518990.16,146518990.16,146518990.16,1,1
1.4697,1.4697,1.4697,1,1
14.7,14.7,14.7,14,1
1.47058823529412,1.47058823529412,1.47058823529412,7,1
147161570.16,147161570.16,147161570.16,1,1
1.4762,1.4762,1.4762,1,1
147674016.43,147674016.43,147674016.43,1,1
1.47787610619469,1.47787610619469,1.47787610619469,1,1
1.47957216646554,1.47957216646554,1.47957216646554,1,1
147999151.1,147999151.1,147999151.1,1,1
14.8,14.8,14.8,13,1
1.48101265822785,1.48101265822785,1.48101265822785,1,1
148540564.37,148540564.37,148540564.37,1,1
148714517.62,148714517.62,148714517.62,1,1
14.9,14.9,14.9,8,1
1.49253731343284,1.49253731343284,1.49253731343284,2,1
1.4931,1.4931,1.4931,1,1
1.4957264957265,1.4957264957265,1.4957264957265,2,1
149618039.58,149618039.58,149618039.58,1,1
149772809.23,149772809.23,149772809.23,1,1
1.5,1.5,1.5,3,1
15.0,15.0,15.0,6,1
1.50925925925926,1.50925925925926,1.50925925925926,2,1
15.1,15.1,15.1,10,1
1.51239669421488,1.51239669421488,1.51239669421488,1,1
1.51724137931034,1.51724137931034,1.51724137931034,1,1
1.51923076923077,1.51923076923077,1.51923076923077,1,1
15.2,15.2,15.2,6,1
1.52380952380952,1.52380952380952,1.52380952380952,1,1
1.52991452991453,1.52991452991453,1.52991452991453,1,1
15.3,15.3,15.3,12,1
1.53846159489197,1.53846159489197,1.53846159489197,2,1
15.4,15.4,15.4,11,1
1.54347826086957,1.54347826086957,1.54347826086957,1,1
15.5,15.5,15.5,9,1
1.55223880597015,1.55223880597015,1.55223880597015,1,1
15.6,15.6,15.6,7,1
1.56410256410256,1.56410256410256,1.56410256410256,1,1
1.56730769230769,1.56730769230769,1.56730769230769,1,1
15.7,15.7,15.7,10,1
1.57142857142857,1.57142857142857,1.57142857142857,1,1
15.8,15.8,15.8,6,1
1.58620689655172,1.58620689655172,1.58620689655172,2,1
1.58730159931563,1.58730159931563,1.58730159931563,1,1
15.9,15.9,15.9,11,1
16.0,16.0,16.0,12,1
1.60264900662252,1.60264900662252,1.60264900662252,1,1
1.60416666666667,1.60416666666667,1.60416666666667,1,1
16.1,16.1,16.1,7,1
1.61290321340174,1.61290321340174,1.61290321340174,1,1
1.61538461538462,1.61538461538462,1.61538461538462,19,1
16.2,16.2,16.2,8,1
1.62037037037037,1.62037037037037,1.62037037037037,1,1
1.625,1.625,1.625,6,1
1.63,1.63,1.63,1,1
1.63157894736842,1.63157894736842,1.63157894736842,1,1
1.632,1.632,1.632,1,1
1.63636363636364,1.63636363636364,1.63636363636364,1,1
16.3,16.3,16.3,9,1
16.4,16.4,16.4,13,1
1.64583333333333,1.64583333333333,1.64583333333333,1,1
16.5,16.5,16.5,4,1
1.65079365079365,1.65079365079365,1.65079365079365,1,1
1.65740740740741,1.65740740740741,1.65740740740741,1,1
1.65789473684211,1.65789473684211,1.65789473684211,1,1
1.66,1.66,1.66,3,1
16.6,16.6,16.6,10,1
16.7,16.7,16.7,19,1
16.8,16.8,16.8,6,1
16.9,16.9,16.9,7,1
1.69047619047619,1.69047619047619,1.69047619047619,1,1
1.69791666666667,1.69791666666667,1.69791666666667,1,1
17.0,17.0,17.0,4,1
1.7037037037037,1.7037037037037,1.7037037037037,2,1
1.70422535211268,1.70422535211268,1.70422535211268,1,1
1.70588235294118,1.70588235294118,1.70588235294118,4,1
17.1,17.1,17.1,10,1
1.71084337349398,1.71084337349398,1.71084337349398,1,1
1.71428571428571,1.71428571428571,1.71428571428571,1,1
1.71739130434783,1.71739130434783,1.71739130434783,1,1
17.2,17.2,17.2,5,1
1.72115384615385,1.72115384615385,1.72115384615385,1,1
1.72413793103448,1.72413793103448,1.72413793103448,2,1
1.72413798064596,1.72413798064596,1.72413798064596,1,1
17.3,17.3,17.3,3,1
1.73451327433628,1.73451327433628,1.73451327433628,1,1
17.4,17.4,17.4,9,1
17.5,17.5,17.5,4,1
1.75187969924812,1.75187969924812,1.75187969924812,1,1
1.75438598692692,1.75438598692692,1.75438598692692,1,1
1.75757575757576,1.75757575757576,1.75757575757576,1,1
1.75961538461538,1.75961538461538,1.75961538461538,1,1
17.6,17.6,17.6,10,1
1.76056338028169,1.76056338028169,1.76056338028169,1,1
1.76991150442478,1.76991150442478,1.76991150442478,1,1
17.7,17.7,17.7,8,1
17.8,17.8,17.8,6,1
1.78571427811165,1.78571427811165,1.78571427811165,1,1
17.9,17.9,17.9,5,1
1.79545454545455,1.79545454545455,1.79545454545455,2,1
18.0,18.0,18.0,9,1
1.80434782608696,1.80434782608696,1.80434782608696,1,1
1.80952380952381,1.80952380952381,1.80952380952381,4,1
18.1,18.1,18.1,4,1
1.81818177877379,1.81818177877379,1.81818177877379,1,1
18.2,18.2,18.2,7,1
18.3,18.3,18.3,9,1
18.4,18.4,18.4,4,1
18.5,18.5,18.5,4,1
1.85185185185185,1.85185185185185,1.85185185185185,1,1
1.85227272727273,1.85227272727273,1.85227272727273,1,1
1.85869565217391,1.85869565217391,1.85869565217391,1,1
18.6,18.6,18.6,1,1
1.86842105263158,1.86842105263158,1.86842105263158,1,1
18.7,18.7,18.7,6,1
18.8,18.8,18.8,5,1
1.88095238095238,1.88095238095238,1.88095238095238,1,1
18.9,18.9,18.9,3,1
19.0,19.0,19.0,10,1
1.90909090909091,1.90909090909091,1.90909090909091,2,1
19.1,19.1,19.1,1,1
19.2,19.2,19.2,7,1
1.92307692307692,1.92307692307692,1.92307692307692,5,1
19.3,19.3,19.3,1,1
19.4,19.4,19.4,6,1
1.94117647058824,1.94117647058824,1.94117647058824,1,1
19.5,19.5,19.5,7,1
19.6,19.6,19.6,4,1
19.7,19.7,19.7,2,1
19.8,19.8,19.8,3,1
19.9,19.9,19.9,3,1
2.0,2.0,2.0,9,2
20.0,20.0,20.0,6,1
20.1,20.1,20.1,6,1
20.2,20.2,20.2,2,1
20.3,20.3,20.3,2,1
20.4,20.4,20.4,1,1
20.5,20.5,20.5,3,1
2.05633802816901,2.05633802816901,2.05633802816901,1,1
20.6,20.6,20.6,1,1
20.7,20.7,20.7,3,1
20.8,20.8,20.8,8,1
20.9,20.9,20.9,1,1
21.0,21.0,21.0,1,1
21.1,21.1,21.1,2,1
21.2,21.2,21.2,2,1
2.125,2.125,2.125,6,1
2.12765957986461,2.12765957986461,2.12765957986461,1,1
21.3,21.3,21.3,5,1
21.4,21.4,21.4,6,1
21.5,21.5,21.5,1,1
2.16,2.16,2.16,1,1
21.6,21.6,21.6,2,1
21.7,21.7,21.7,3,1
2.17241379310345,2.17241379310345,2.17241379310345,1,1
2.1739130040423,2.1739130040423,2.1739130040423,1,1
21.8,21.8,21.8,3,1
21.9,21.9,21.9,2,1
2.19047619047619,2.19047619047619,2.19047619047619,1,1
22.1,22.1,22.1,2,1
2.21518987341772,2.21518987341772,2.21518987341772,1,1
22.2,22.2,22.2,3,1
2.22222228109101,2.22222228109101,2.22222228109101,1,1
2.22535211267606,2.22535211267606,2.22535211267606,1,1
2.22666666666667,2.22666666666667,2.22666666666667,1,1
22.3,22.3,22.3,4,1
2.23076923076923,2.23076923076923,2.23076923076923,1,1
22.4,22.4,22.4,1,1
22.6,22.6,22.6,2,1
22.7,22.7,22.7,3,1
22.8,22.8,22.8,3,1
22.9,22.9,22.9,1,1
23.0,23.0,23.0,2,1
23.1,23.1,23.1,4,1
2.31325301204819,2.31325301204819,2.31325301204819,1,1
2.32,2.32,2.32,1,1
2.32558135666546,2.32558135666546,2.32558135666546,1,1
23.2,23.2,23.2,1,1
23.4,23.4,23.4,1,1
23.5,23.5,23.5,1,1
23.6,23.6,23.6,1,1
23.8,23.8,23.8,2,1
2.38095238095238,2.38095238095238,2.38095238095238,1,1
2.38095245528924,2.38095245528924,2.38095245528924,2,1
23.9,23.9,23.9,1,1
2.39393939393939,2.39393939393939,2.39393939393939,1,1
24.0,24.0,24.0,2,1
24.1,24.1,24.1,1,1
24.2,24.2,24.2,1,1
24.4,24.4,24.4,1,1
2.44827586206897,2.44827586206897,2.44827586206897,1,1
24.7,24.7,24.7,1,1
24.9,24.9,24.9,1,1
2.4999999627471,2.4999999627471,2.4999999627471,1,1
25.0,25.0,25.0,3,1
25.2,25.2,25.2,1,1
25.3,25.3,25.3,1,1
2.56410265815329,2.56410265815329,2.56410265815329,1,1
25.7,25.7,25.7,1,1
25.9,25.9,25.9,1,1
26.1,26.1,26.1,1,1
2.625,2.625,2.625,5,1
2.63157898039039,2.63157898039039,2.63157898039039,1,1
26.4,26.4,26.4,1,1
2.70270266787165,2.70270266787165,2.70270266787165,1,1
2.77777766739881,2.77777766739881,2.77777766739881,1,1
29.2,29.2,29.2,1,1
2.94117647058824,2.94117647058824,2.94117647058824,3,1
29.6,29.6,29.6,1,1
29.8,29.8,29.8,1,1
3.0,3.0,3.0,17,2
30.1,30.1,30.1,1,1
3.1,3.1,3.1,13,1
3.2,3.2,3.2,21,1
3.23076923076923,3.23076923076923,3.23076923076923,1,1
3.25,3.25,3.25,1,1
3.3,3.3,3.3,28,1
3.4,3.4,3.4,47,1
3.41176470588235,3.41176470588235,3.41176470588235,1,1
3.5,3.5,3.5,35,1
3.6,3.6,3.6,52,1
3.625,3.625,3.625,1,1
3.7,3.7,3.7,48,1
3.8,3.8,3.8,75,1
3.9,3.9,3.9,67,1
4.0,4.0,4.0,82,1
4.1,4.1,4.1,96,1
4.125,4.125,4.125,1,1
4.17647058823529,4.17647058823529,4.17647058823529,1,1
4.2,4.2,4.2,95,1
4.25,4.25,4.25,1,1
4.3,4.3,4.3,94,1
43910.23,43910.23,43910.23,1,1
43989.49,43989.49,43989.49,1,1
43990.63,43990.63,43990.63,1,1
4.4,4.4,4.4,104,1
4.41176470588235,4.41176470588235,4.41176470588235,1,1
44162.0,44162.0,44162.0,1,1
4.46153846153846,4.46153846153846,4.46153846153846,1,1
44663.06,44663.06,44663.06,1,1
4.5,4.5,4.5,106,1
45102.57,45102.57,45102.57,1,1
45176.86,45176.86,45176.86,1,1
45351.94,45351.94,45351.94,1,1
45356.92,45356.92,45356.92,1,1
45490.3,45490.3,45490.3,1,1
45676.78,45676.78,45676.78,1,1
45798.5,45798.5,45798.5,1,1
45814.66,45814.66,45814.66,1,1
4.6,4.6,4.6,116,1
46237.24,46237.24,46237.24,1,1
46294.26,46294.26,46294.26,1,1
46356.68,46356.68,46356.68,1,1
46409.88,46409.88,46409.88,1,1
46426.9,46426.9,46426.9,1,1
46579.04,46579.04,46579.04,1,1
46708.02,46708.02,46708.02,1,1
46716.59,46716.59,46716.59,1,1
46730.33,46730.33,46730.33,1,1
46989.61,46989.61,46989.61,1,1
4.7,4.7,4.7,112,1
47006.02,47006.02,47006.02,1,1
47130.63,47130.63,47130.63,1,1
47161.4,47161.4,47161.4,1,1
47214.58,47214.58,47214.58,1,1
4.8,4.8,4.8,112,1
48999.95,48999.95,48999.95,1,1
4.9,4.9,4.9,106,1
49285.5,49285.5,49285.5,1,1
49487.44,49487.44,49487.44,1,1
5.0,5.0,5.0,120,1
50.0,50.0,50.0,4,1
50.1,50.1,50.1,1,1
50.2,50.2,50.2,2,1
50.3,50.3,50.3,2,1
50.4,50.4,50.4,2,1
50486.37,50486.37,50486.37,1,1
50.5,50.5,50.5,1,1
50.7,50.7,50.7,3,1
50.8,50.8,50.8,3,1
50.9,50.9,50.9,2,1
5.1,5.1,5.1,114,1
51077.0,51077.0,51077.0,1,1
51.1,51.1,51.1,3,1
51.2,51.2,51.2,3,1
51299.21,51299.21,51299.21,1,1
51.3,51.3,51.3,3,1
51366.31,51366.31,51366.31,1,1
51.5,51.5,51.5,2,1
51.6,51.6,51.6,1,1
51.7,51.7,51.7,1,1
51.8,51.8,51.8,2,1
51.9,51.9,51.9,4,1
5.2,5.2,5.2,100,1
52.0,52.0,52.0,6,1
52080.68,52080.68,52080.68,1,1
52.1,52.1,52.1,3,1
52154.34,52154.34,52154.34,1,1
52.2,52.2,52.2,4,1
52.3,52.3,52.3,1,1
52.4,52.4,52.4,1,1
52.5,52.5,52.5,1,1
52518.76,52518.76,52518.76,1,1
52591.3,52591.3,52591.3,1,1
52.6,52.6,52.6,3,1
52.7,52.7,52.7,3,1
52730.74,52730.74,52730.74,1,1
52744.36,52744.36,52744.36,1,1
52.8,52.8,52.8,1,1
52.9,52.9,52.9,5,1
5.3,5.3,5.3,125,1
53.0,53.0,53.0,4,1
53.1,53.1,53.1,3,1
53147.71,53147.71,53147.71,1,1
53.2,53.2,53.2,1,1
53.3,53.3,53.3,5,1
53.4,53.4,53.4,2,1
53407.65,53407.65,53407.65,1,1
53.6,53.6,53.6,2,1
53651.99,53651.99,53651.99,1,1
53.7,53.7,53.7,1,1
53706.44,53706.44,53706.44,1,1
53.8,53.8,53.8,3,1
53872.37,53872.37,53872.37,1,1
5.4,5.4,5.4,85,1
54.1,54.1,54.1,2,1
54.2,54.2,54.2,1,1
54.3,54.3,54.3,2,1
54.5,54.5,54.5,2,1
54.6,54.6,54.6,1,1
54.7,54.7,54.7,1,1
54.8,54.8,54.8,1,1
54.9,54.9,54.9,2,1
5.5,5.5,5.5,114,1
55.0,55.0,55.0,2,1
55.1,55.1,55.1,2,1
55.2,55.2,55.2,3,1
55.4,55.4,55.4,2,1
55508.25,55508.25,55508.25,1,1
55.6,55.6,55.6,5,1
55.7,55.7,55.7,1,1
55.8,55.8,55.8,2,1
55.9,55.9,55.9,1,1
55935.81,55935.81,55935.81,1,1
55968.56,55968.56,55968.56,1,1
5.6,5.6,5.6,131,1
56.0,56.0,56.0,1,1
56.1,56.1,56.1,1,1
56137.81,56137.81,56137.81,1,1
56.2,56.2,56.2,4,1
56244.12,56244.12,56244.12,1,1
56.6,56.6,56.6,2,1
56.7,56.7,56.7,1,1
5.7,5.7,5.7,108,1
57.0,57.0,57.0,4,1
57.1,57.1,57.1,2,1
57209.45,57209.45,57209.45,1,1
57.3,57.3,57.3,1,1
57323.6,57323.6,57323.6,1,1
57.4,57.4,57.4,2,1
57.5,57.5,57.5,1,1
57534.31,57534.31,57534.31,1,1
57590.92,57590.92,57590.92,1,1
57.6,57.6,57.6,1,1
57.7,57.7,57.7,1,1
57.8,57.8,57.8,1,1
57821.86,57821.86,57821.86,1,1
57.9,57.9,57.9,5,1
5.8,5.8,5.8,111,1
58.0,58.0,58.0,1,1
58188.15,58188.15,58188.15,1,1
58192.24,58192.24,58192.24,1,1
58.2,58.2,58.2,1,1
58.3,58.3,58.3,3,1
58.4,58.4,58.4,1,1
58.5,58.5,58.5,2,1
58575.36,58575.36,58575.36,1,1
58598.51,58598.51,58598.51,1,1
58.6,58.6,58.6,2,1
58668.7,58668.7,58668.7,1,1
58.7,58.7,58.7,2,1
58.8,58.8,58.8,2,1
58971.42,58971.42,58971.42,1,1
5.9,5.9,5.9,86,1
59.0,59.0,59.0,1,1
59.1,59.1,59.1,3,1
59.3,59.3,59.3,1,1
59325.67,59325.67,59325.67,1,1
59333.18,59333.18,59333.18,1,1
59.4,59.4,59.4,2,1
59471.22,59471.22,59471.22,1,1
59.5,59.5,59.5,1,1
59511.87,59511.87,59511.87,1,1
59580.56,59580.56,59580.56,1,1
59.6,59.6,59.6,2,1
59682.86,59682.86,59682.86,1,1
59.7,59.7,59.7,2,1
59703.3,59703.3,59703.3,1,1
59.8,59.8,59.8,1,1
59877.76,59877.76,59877.76,1,1
59.9,59.9,59.9,3,1
6.0,6.0,6.0,77,1
60.0,60.0,60.0,3,1
60.1,60.1,60.1,4,1
60.2,60.2,60.2,2,1
60218.17,60218.17,60218.17,1,1
60.3,60.3,60.3,3,1
60343.36,60343.36,60343.36,1,1
60.4,60.4,60.4,1,1
60.5,60.5,60.5,2,1
60556.66,60556.66,60556.66,1,1
60603.27,60603.27,60603.27,1,1
60.7,60.7,60.7,1,1
60730.72,60730.72,60730.72,1,1
60.8,60.8,60.8,3,1
60.9,60.9,60.9,1,1
6.1,6.1,6.1,88,1
61.0,61.0,61.0,2,1
61.1,61.1,61.1,2,1
6.11764705882353,6.11764705882353,6.11764705882353,1,1
61.2,61.2,61.2,3,1
61.3,61.3,61.3,1,1
61.4,61.4,61.4,2,1
61.7,61.7,61.7,1,1
61706.18,61706.18,61706.18,1,1
61.8,61.8,61.8,4,1
61.9,61.9,61.9,2,1
61908.06,61908.06,61908.06,1,1
6.2,6.2,6.2,72,1
62.0,62.0,62.0,3,1
62.1,62.1,62.1,6,1
62142.08,62142.08,62142.08,1,1
62.2,62.2,62.2,1,1
62.3,62.3,62.3,1,1
62300.78,62300.78,62300.78,1,1
62.4,62.4,62.4,2,1
62.5,62.5,62.5,2,1
62.6,62.6,62.6,2,1
62692.37,62692.37,62692.37,1,1
62.7,62.7,62.7,3,1
62.8,62.8,62.8,1,1
62.9,62.9,62.9,4,1
6.3,6.3,6.3,67,1
63.0,63.0,63.0,1,1
63.1,63.1,63.1,1,1
63.2,63.2,63.2,3,1
63.4,63.4,63.4,2,1
63.5,63.5,63.5,2,1
63595.11,63595.11,63595.11,1,1
63.6,63.6,63.6,2,1
63.7,63.7,63.7,1,1
63.8,63.8,63.8,1,1
63.9,63.9,63.9,3,1
6.4,6.4,6.4,74,1
64.0,64.0,64.0,3,1
64.1,64.1,64.1,1,1
64.2,64.2,64.2,2,1
64.3,64.3,64.3,2,1
64.4,64.4,64.4,5,1
64.5,64.5,64.5,2,1
64.6,64.6,64.6,3,1
64.7,64.7,64.7,4,1
64735.06,64735.06,64735.06,1,1
64.8,64.8,64.8,4,1
64846.52,64846.52,64846.52,1,1
64.9,64.9,64.9,3,1
6.5,6.5,6.5,88,1
65.0,65.0,65.0,1,1
65.1,65.1,65.1,1,1
65.2,65.2,65.2,4,1
65.3,65.3,65.3,1,1
65.4,65.4,65.4,4,1
65.6,65.6,65.6,1,1
65.7,65.7,65.7,3,1
65.8,65.8,65.8,1,1
65.9,65.9,65.9,1,1
6.6,6.6,6.6,85,1
66.0,66.0,66.0,1,1
66.1,66.1,66.1,2,1
66.2,66.2,66.2,2,1
66.5,66.5,66.5,1,1
66.6,66.6,66.6,1,1
66611.22,66611.22,66611.22,1,1
66.7,66.7,66.7,5,1
66.9,66.9,66.9,1,1
6.7,6.7,6.7,70,1
67.0,67.0,67.0,1,1
67.1,67.1,67.1,2,1
67.3,67.3,67.3,2,1
67.5,67.5,67.5,3,1
67.7,67.7,67.7,1,1
67.8,67.8,67.8,1,1
6.8,6.8,6.8,69,1
68.0,68.0,68.0,3,1
68.1,68.1,68.1,2,1
68.3,68.3,68.3,2,1
68.5,68.5,68.5,1,1
68.6,68.6,68.6,2,1
68.7,68.7,68.7,1,1
68721.18,68721.18,68721.18,1,1
68896.76,68896.76,68896.76,1,1
68.9,68.9,68.9,1,1
68904.63,68904.63,68904.63,1,1
6.9,6.9,6.9,66,1
69.1,69.1,69.1,1,1
69.3,69.3,69.3,1,1
69.7,69.7,69.7,2,1
69764.13,69764.13,69764.13,1,1
69766.8,69766.8,69766.8,1,1
69854.75,69854.75,69854.75,1,1
69.9,69.9,69.9,1,1
69952.02,69952.02,69952.02,1,1
7.0,7.0,7.0,82,1
70004.51,70004.51,70004.51,1,1
70.1,70.1,70.1,2,1
70.2,70.2,70.2,1,1
70.4,70.4,70.4,2,1
70.5,70.5,70.5,2,1
70566.77,70566.77,70566.77,1,1
70594.4,70594.4,70594.4,1,1
70701.92,70701.92,70701.92,1,1
70.8,70.8,70.8,1,1
70953.23,70953.23,70953.23,1,1
7.1,7.1,7.1,74,1
71.0,71.0,71.0,1,1
71.3,71.3,71.3,1,1
71.4,71.4,71.4,2,1
7.2,7.2,7.2,59,1
72.0,72.0,72.0,2,1
72446.52,72446.52,72446.52,1,1
72.6,72.6,72.6,1,1
72.9,72.9,72.9,1,1
72926.42,72926.42,72926.42,1,1
7.3,7.3,7.3,64,1
73063.88,73063.88,73063.88,1,1
73464.94,73464.94,73464.94,1,1
73.6,73.6,73.6,1,1
7.4,7.4,7.4,63,1
74.2,74.2,74.2,1,1
74255.83,74255.83,74255.83,1,1
7.5,7.5,7.5,72,1
75.0,75.0,75.0,1,1
75393.96,75393.96,75393.96,1,1
75785.13,75785.13,75785.13,1,1
7.6,7.6,7.6,58,1
76.0,76.0,76.0,1,1
76157.53,76157.53,76157.53,1,1
76.2,76.2,76.2,1,1
76.9,76.9,76.9,1,1
7.7,7.7,7.7,54,1
77301.17,77301.17,77301.17,1,1
77667.55,77667.55,77667.55,1,1
77899.34,77899.34,77899.34,1,1
7.8,7.8,7.8,50,1
78.1,78.1,78.1,1,1
78.3,78.3,78.3,1,1
78412.01,78412.01,78412.01,1,1
78.8,78.8,78.8,1,1
78965.77,78965.77,78965.77,1,1
7.9,7.9,7.9,50,1
79.0,79.0,79.0,1,1
79.2,79.2,79.2,1,1
79271.07,79271.07,79271.07,1,1
79354.3,79354.3,79354.3,1,1
79.7,79.7,79.7,1,1
8.0,8.0,8.0,42,1
80.0,80.0,80.0,1,1
80.1,80.1,80.1,2,1
80.2,80.2,80.2,1,1
80.3,80.3,80.3,1,1
80.4,80.4,80.4,1,1
80.5,80.5,80.5,1,1
80518.38,80518.38,80518.38,1,1
80.6,80.6,80.6,3,1
80.8,80.8,80.8,1,1
8.1,8.1,8.1,57,1
81.1,81.1,81.1,2,1
81.2,81.2,81.2,1,1
81.3,81.3,81.3,3,1
81.4,81.4,81.4,1,1
81.5,81.5,81.5,1,1
81.6,81.6,81.6,1,1
81.7,81.7,81.7,1,1
81.8,81.8,81.8,2,1
8.2,8.2,8.2,60,1
82.2,82.2,82.2,1,1
82.3,82.3,82.3,2,1
82.4,82.4,82.4,3,1
82.5,82.5,82.5,3,1
82.6,82.6,82.6,2,1
82.7,82.7,82.7,2,1
82720.11,82720.11,82720.11,1,1
82.8,82.8,82.8,3,1
82.9,82.9,82.9,2,1
8.3,8.3,8.3,44,1
83.0,83.0,83.0,3,1
83.1,83.1,83.1,4,1
83.2,83.2,83.2,1,1
83.3,83.3,83.3,2,1
83.4,83.4,83.4,1,1
83.5,83.5,83.5,2,1
83.6,83.6,83.6,1,1
83.7,83.7,83.7,3,1
83.8,83.8,83.8,1,1
83.9,83.9,83.9,3,1
8.4,8.4,8.4,43,1
84.0,84.0,84.0,3,1
84.2,84.2,84.2,2,1
84.3,84.3,84.3,1,1
84.4,84.4,84.4,1,1
84.6,84.6,84.6,2,1
84.7,84.7,84.7,1,1
84.8,84.8,84.8,1,1
84.9,84.9,84.9,1,1
8.5,8.5,8.5,48,1
85.0,85.0,85.0,1,1
85.1,85.1,85.1,1,1
85.2,85.2,85.2,1,1
85.4,85.4,85.4,1,1
85.5,85.5,85.5,1,1
85.7,85.7,85.7,2,1
8.6,8.6,8.6,47,1
86.1,86.1,86.1,1,1
86.3,86.3,86.3,1,1
86.6,86.6,86.6,1,1
86.7,86.7,86.7,1,1
86.8,86.8,86.8,1,1
8.7,8.7,8.7,49,1
87.1,87.1,87.1,1,1
87359009.63,87359009.63,87359009.63,1,1
87.5,87.5,87.5,2,1
87.7,87.7,87.7,1,1
87.9,87.9,87.9,1,1
87952.83,87952.83,87952.83,1,1
8.8,8.8,8.8,43,1
88477.42,88477.42,88477.42,1,1
88.6,88.6,88.6,1,1
8.9,8.9,8.9,54,1
89.7,89.7,89.7,1,1
89.9,89.9,89.9,1,1
89972260.75,89972260.75,89972260.75,1,1
9.0,9.0,9.0,41,1
90.0,90.0,90.0,1,1
90279955.21,90279955.21,90279955.21,1,1
90.4,90.4,90.4,1,1
90749014.45,90749014.45,90749014.45,1,1
9.1,9.1,9.1,40,1
91522911.05,91522911.05,91522911.05,1,1
91902887.14,91902887.14,91902887.14,1,1
9.2,9.2,9.2,37,1
92059.14,92059.14,92059.14,1,1
92471190.78,92471190.78,92471190.78,1,1
92900.26,92900.26,92900.26,1,1
9.3,9.3,9.3,39,1
93185.36,93185.36,93185.36,1,1
93769322.24,93769322.24,93769322.24,1,1
9.4,9.4,9.4,35,1
94361054.77,94361054.77,94361054.77,1,1
94400000.0,94400000.0,94400000.0,1,1
9.5,9.5,9.5,43,1
95067.18,95067.18,95067.18,1,1
9.6,9.6,9.6,40,1
96191.65,96191.65,96191.65,1,1
96245756.96,96245756.96,96245756.96,1,1
96673263.41,96673263.41,96673263.41,1,1
96909.2,96909.2,96909.2,1,1
9.7,9.7,9.7,34,1
97300983.9,97300983.9,97300983.9,1,1
97313554.16,97313554.16,97313554.16,1,1
97350157.73,97350157.73,97350157.73,1,1
97378597.12,97378597.12,97378597.12,1,1
97504.14,97504.14,97504.14,1,1
97710042.12,97710042.12,97710042.12,1,1
97760067.11,97760067.11,97760067.11,1,1
97769946.43,97769946.43,97769946.43,1,1
9.8,9.8,9.8,35,1
98288055.2,98288055.2,98288055.2,1,1
9.9,9.9,9.9,41,1
99114525.35,99114525.35,99114525.35,1,1
99423571.8,99423571.8,99423571.8,1,1
99688369.5,99688369.5,99688369.5,1,1
