Year,Géographie,Level of government,Type de patrimoine,Value
2018,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",6.28158970749894e-06
2018,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.49097603108224e-05
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,9.18076446229859e-06
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.16707873663101e-05
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0001913989808553
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",9.89925907239152e-05
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0004935955971272
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0003948764777018
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.93595597127274e-05
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0003112425246215
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002223160890153
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.44632178030724e-05
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0003112425246215
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0001573027816375
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0007078625173688
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0004719083449125
2019,Canada,Administration publique générale canadienne consolidée,Préservation de la diversité biologique et protection de la nature,5.85619140650452e-05
2019,Canada,Administration publique générale canadienne consolidée,Services culturels,0.0001781058757918
2019,Canada,Administration publique générale canadienne consolidée,"Services de radiodiffusion, de television et d'édition
",0.0001048369960238
2019,Canada,Administration publique générale canadienne consolidée,"Loisirs, culture et religion non classés ailleurs",5.23121185131444e-05
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,4.43070612317735e-05
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001122835609367
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.8056938562914e-05
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.03175029114739e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.33734025948222e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7.06879851440602e-05
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.20306938694412e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.27049466709863e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.98772066904249e-05
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.35247333549317e-06
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.09200890910834e-05
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,2.88587498183445e-05
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.000106158972546
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2.31622075127907e-05
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8.23545156010336e-05
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",1.28678930626615e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.24654803214165e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001574648882111
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",8.93751419271374e-06
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",8.10256220892074e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,5.80967597752611e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001015490108734
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",5.88530489557675e-05
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",9.41923797539736e-06
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2.55483030817093e-05
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001569395760733
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.08772849307349e-05
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.83961213296213e-06
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.96165560321336e-05
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001364629984844
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.2879411912708e-05
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0001143819614833
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001148404062187
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",2.97989078012624e-06
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.76205984720954e-05
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,9.02882078104796e-06
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.63422048694393e-05
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0001578080849557
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001040277176946
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0007011266379768
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0004110052705381
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.83535612397853e-05
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0003771910361659
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002218770800976
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.43754160195252e-05
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0003328156201464
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0001813847429519
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0006218905472636
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0005182421227197
2020,Canada,Administration publique générale canadienne consolidée,Préservation de la diversité biologique et protection de la nature,4.98853295191754e-05
2020,Canada,Administration publique générale canadienne consolidée,Services culturels,0.0001879119321866
2020,Canada,Administration publique générale canadienne consolidée,"Services de radiodiffusion, de television et d'édition
",0.0001066377850955
2020,Canada,Administration publique générale canadienne consolidée,"Loisirs, culture et religion non classés ailleurs",5.68313880598201e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.30727105514786e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001226084575735
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.78330849503486e-05
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.46739001797714e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.34264489536001e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7.67225654491435e-05
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.21974109970289e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.23988717026751e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.19943585133753e-05
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.19943585133753e-06
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.5652766501883e-05
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.62122806463541e-05
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001161261537489
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,2.0434331720724e-05
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,8.04601811503507e-05
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",2.80972061159955e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.9121807663764e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002252642219901
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",6.1796085742652e-06
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7.84693692543486e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,5.43935083079463e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,9.06558471799105e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.75349011430242e-05
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",2.29525665519174e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,4.78299688090628e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001565344433751
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",3.69595213524576e-05
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.79757197685609e-06
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.86683207930303e-05
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001315268055872
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.83679220546693e-05
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,7.01884355722237e-06
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001039241675085
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",2.26414308297496e-06
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.56601494062738e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.12501321405607e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.45912759104606e-05
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0001945496989134
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001006692858784
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0007589592770912
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0003557621611365
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.74349548182055e-05
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0003528425881003
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002205266175627
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.4105323512548e-05
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0003307899263441
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0001532293076589
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0006384554485787
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0004341497050335
2021,Canada,Administration publique générale canadienne consolidée,Préservation de la diversité biologique et protection de la nature,5.19273306176255e-05
2021,Canada,Administration publique générale canadienne consolidée,Services culturels,0.0001861012745661
2021,Canada,Administration publique générale canadienne consolidée,"Services de radiodiffusion, de television et d'édition
",0.0001062875286143
2021,Canada,Administration publique générale canadienne consolidée,"Loisirs, culture et religion non classés ailleurs",5.65053068685497e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.46879800498597e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001194459403526
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.77679121953573e-05
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.4517157182434e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.34498474403019e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7.87776778646254e-05
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",4.41923558752776e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.21390160113621e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.67645880624917e-05
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.06950800568106e-06
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.5313691521788e-05
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,7.16363456584843e-05
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001170396633293
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.6447410038993e-05
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.95851963188166e-05
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",3.41600054656009e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.92970861981078e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002091292654843
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",1.0346028142359e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7.32359295470358e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,5.9219716424666e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,9.60210225266534e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",6.21908310457439e-05
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",2.28235623164619e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,3.23280739149082e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001257202874468
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",3.37648772000152e-05
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",6.46561478298164e-06
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.94668948525298e-05
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0001311899435713
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",5.24759774285586e-05
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,8.32625788941064e-06
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,9.76647547028167e-05
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",2.25033997011098e-06
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",7.06606750614849e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,1.24942862667803e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,6.7276926051894e-05
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.000145318160272
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0001016842682327
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0007398843930635
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0003468208092485
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",9.2485549132948e-05
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.000372831545935
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0002851064763032
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",4.3862534815887e-05
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0003070377437112
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Préservation de la diversité biologique et protection de la nature,0.0001762735765908
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Services culturels,0.0006295484878245
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Services de radiodiffusion, de television et d'édition
",0.0
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,"Loisirs, culture et religion non classés ailleurs",0.0004280929717206
2015,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2015,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2015,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2016,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
