Year,Géographie,Type de production d'électricité,GeoCode,Value
2018,Ontario,"Total, tous les genres de production d'électricité",35,33.06
2018,Île-du-Prince-Édouard,"Total, tous les genres de production d'électricité",11,96.91
2018,Québec,"Total, tous les genres de production d'électricité",24,98.97
2018,Saskatchewan,"Total, tous les genres de production d'électricité",47,17.29
2018,Yukon,"Total, tous les genres de production d'électricité",60,87.51
2019,Alberta,"Total, tous les genres de production d'électricité",48,8.15
2019,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,89.82
2019,Manitoba,"Total, tous les genres de production d'électricité",46,99.69
2019,Nouveau-Brunswick,"Total, tous les genres de production d'électricité",13,28.67
2019,Terre-Neuve-et-Labrador,"Total, tous les genres de production d'électricité",10,95.98
2019,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,35.28
2019,Nouvelle-Écosse,"Total, tous les genres de production d'électricité",12,21.86
2019,Nunavut,"Total, tous les genres de production d'électricité",62,0.0
2019,Ontario,"Total, tous les genres de production d'électricité",35,33.42
2019,Île-du-Prince-Édouard,"Total, tous les genres de production d'électricité",11,99.1
2019,Québec,"Total, tous les genres de production d'électricité",24,99.06
2019,Saskatchewan,"Total, tous les genres de production d'électricité",47,18.58
2019,Yukon,"Total, tous les genres de production d'électricité",60,80.49
2020,Alberta,"Total, tous les genres de production d'électricité",48,10.32
2020,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,92.09
2020,Manitoba,"Total, tous les genres de production d'électricité",46,99.71
2020,Nouveau-Brunswick,"Total, tous les genres de production d'électricité",13,29.93
2020,Terre-Neuve-et-Labrador,"Total, tous les genres de production d'électricité",10,96.24
2020,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,39.96
2020,Nouvelle-Écosse,"Total, tous les genres de production d'électricité",12,18.31
2020,Nunavut,"Total, tous les genres de production d'électricité",62,0.0
2020,Ontario,"Total, tous les genres de production d'électricité",35,34.94
2020,Île-du-Prince-Édouard,"Total, tous les genres de production d'électricité",11,99.16
2020,Québec,"Total, tous les genres de production d'électricité",24,99.02
2020,Saskatchewan,"Total, tous les genres de production d'électricité",47,21.73
2020,Yukon,"Total, tous les genres de production d'électricité",60,82.61
2021,Alberta,"Total, tous les genres de production d'électricité",48,12.34
2021,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,91.41
2021,Manitoba,"Total, tous les genres de production d'électricité",46,99.63
2021,Nouveau-Brunswick,"Total, tous les genres de production d'électricité",13,26.97
2021,Terre-Neuve-et-Labrador,"Total, tous les genres de production d'électricité",10,96.69
2021,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,40.41
2021,Nouvelle-Écosse,"Total, tous les genres de production d'électricité",12,20.68
2021,Nunavut,"Total, tous les genres de production d'électricité",62,0.0
2021,Ontario,"Total, tous les genres de production d'électricité",35,33.92
2021,Île-du-Prince-Édouard,"Total, tous les genres de production d'électricité",11,98.92
2021,Québec,"Total, tous les genres de production d'électricité",24,99.03
2021,Saskatchewan,"Total, tous les genres de production d'électricité",47,15.97
2021,Yukon,"Total, tous les genres de production d'électricité",60,88.44
2022,Alberta,"Total, tous les genres de production d'électricité",48,13.79
2022,Colombie-Britannique,"Total, tous les genres de production d'électricité",59,93.01
2022,Manitoba,"Total, tous les genres de production d'électricité",46,99.7
2022,Nouveau-Brunswick,"Total, tous les genres de production d'électricité",13,31.33
2022,Terre-Neuve-et-Labrador,"Total, tous les genres de production d'électricité",10,97.05
2022,Territoires du Nord-Ouest,"Total, tous les genres de production d'électricité",61,37.0
2022,Nouvelle-Écosse,"Total, tous les genres de production d'électricité",12,25.11
2022,Nunavut,"Total, tous les genres de production d'électricité",62,0.0
2022,Ontario,"Total, tous les genres de production d'électricité",35,36.58
2022,Île-du-Prince-Édouard,"Total, tous les genres de production d'électricité",11,98.9
2022,Québec,"Total, tous les genres de production d'électricité",24,99.05
2022,Saskatchewan,"Total, tous les genres de production d'électricité",47,20.62
2022,Yukon,"Total, tous les genres de production d'électricité",60,88.38
