Year,Personnes à faible revenu,Géographie,GeoCode,Value
2018,Personnes de 65 ans et plus,Territoires du Nord-Ouest,,17.9
2018,Hommes+,Territoires du Nord-Ouest,,11.1
2018,"Men+, under 18 years",Territoires du Nord-Ouest,,
2018,"Men+, 18 to 64 years",Territoires du Nord-Ouest,,10.1
2018,"Men+, 65 years and over",Territoires du Nord-Ouest,,
2018,Femmes+,Territoires du Nord-Ouest,,10.6
2018,"Women+, under 18 years",Territoires du Nord-Ouest,,
2018,"Women+, 18 to 64 years",Territoires du Nord-Ouest,,9.0
2018,"Women+, 65 years and over",Territoires du Nord-Ouest,,
2018,Toutes les personnes,Nunavut,62,20.1
2018,Personnes de moins de 18 ans,Nunavut,,25.4
2018,Personnes de 18 à 64 ans,Nunavut,,16.8
2018,Personnes de 65 ans et plus,Nunavut,,19.3
2018,Hommes+,Nunavut,,20.0
2018,"Men+, under 18 years",Nunavut,,25.8
2018,"Men+, 18 to 64 years",Nunavut,,16.3
2018,"Men+, 65 years and over",Nunavut,,
2018,Femmes+,Nunavut,,20.2
2018,"Women+, under 18 years",Nunavut,,25.0
2018,"Women+, 18 to 64 years",Nunavut,,17.3
2018,"Women+, 65 years and over",Nunavut,,
2018,Toutes les personnes,"Québec, Québec",,11.6
2018,Personnes de moins de 18 ans,"Québec, Québec",,9.6
2018,Personnes de 18 à 64 ans,"Québec, Québec",,10.5
2018,Personnes de 65 ans et plus,"Québec, Québec",,18.2
2018,Hommes+,"Québec, Québec",,11.5
2018,"Men+, under 18 years","Québec, Québec",,12.0
2018,"Men+, 18 to 64 years","Québec, Québec",,9.8
2018,"Men+, 65 years and over","Québec, Québec",,18.0
2018,Femmes+,"Québec, Québec",,11.6
2018,"Women+, under 18 years","Québec, Québec",,
2018,"Women+, 18 to 64 years","Québec, Québec",,11.2
2018,"Women+, 65 years and over","Québec, Québec",,18.3
2018,Toutes les personnes,"Montréal, Québec",,13.9
2018,Personnes de moins de 18 ans,"Montréal, Québec",,13.2
2018,Personnes de 18 à 64 ans,"Montréal, Québec",,13.1
2018,Personnes de 65 ans et plus,"Montréal, Québec",,18.1
2018,Hommes+,"Montréal, Québec",,12.4
2018,"Men+, under 18 years","Montréal, Québec",,12.7
2018,"Men+, 18 to 64 years","Montréal, Québec",,12.4
2018,"Men+, 65 years and over","Montréal, Québec",,11.6
2018,Femmes+,"Montréal, Québec",,15.5
2018,"Women+, under 18 years","Montréal, Québec",,13.6
2018,"Women+, 18 to 64 years","Montréal, Québec",,13.8
2018,"Women+, 65 years and over","Montréal, Québec",,23.3
2018,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,11.8
2018,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,11.0
2018,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,12.0
2018,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,12.0
2018,Hommes+,"Ottawa-Gatineau, Ontario/Québec",,11.9
2018,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,11.1
2018,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,12.8
2018,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,8.9
2018,Femmes+,"Ottawa-Gatineau, Ontario/Québec",,11.7
2018,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,11.0
2018,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,11.2
2018,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,14.7
2018,Toutes les personnes,"Toronto, Ontario",,12.9
2018,Personnes de moins de 18 ans,"Toronto, Ontario",,13.6
2018,Personnes de 18 à 64 ans,"Toronto, Ontario",,12.9
2018,Personnes de 65 ans et plus,"Toronto, Ontario",,12.0
2018,Hommes+,"Toronto, Ontario",,12.8
2018,"Men+, under 18 years","Toronto, Ontario",,14.9
2018,"Men+, 18 to 64 years","Toronto, Ontario",,12.6
2018,"Men+, 65 years and over","Toronto, Ontario",,10.4
2018,Femmes+,"Toronto, Ontario",,13.0
2018,"Women+, under 18 years","Toronto, Ontario",,12.1
2018,"Women+, 18 to 64 years","Toronto, Ontario",,13.1
2018,"Women+, 65 years and over","Toronto, Ontario",,13.4
2018,Toutes les personnes,"Winnipeg, Manitoba",,13.4
2018,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,19.0
2018,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,11.8
2018,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,12.8
2018,Hommes+,"Winnipeg, Manitoba",,12.5
2018,"Men+, under 18 years","Winnipeg, Manitoba",,19.1
2018,"Men+, 18 to 64 years","Winnipeg, Manitoba",,11.1
2018,"Men+, 65 years and over","Winnipeg, Manitoba",,9.4
2018,Femmes+,"Winnipeg, Manitoba",,14.3
2018,"Women+, under 18 years","Winnipeg, Manitoba",,18.9
2018,"Women+, 18 to 64 years","Winnipeg, Manitoba",,12.6
2018,"Women+, 65 years and over","Winnipeg, Manitoba",,15.6
2018,Toutes les personnes,"Calgary, Alberta",,8.7
2018,Personnes de moins de 18 ans,"Calgary, Alberta",,
2018,Personnes de 18 à 64 ans,"Calgary, Alberta",,9.2
2018,Personnes de 65 ans et plus,"Calgary, Alberta",,4.9
2018,Hommes+,"Calgary, Alberta",,8.9
2018,"Men+, under 18 years","Calgary, Alberta",,
2018,"Men+, 18 to 64 years","Calgary, Alberta",,8.8
2018,"Men+, 65 years and over","Calgary, Alberta",,
2018,Femmes+,"Calgary, Alberta",,8.6
2018,"Women+, under 18 years","Calgary, Alberta",,
2018,"Women+, 18 to 64 years","Calgary, Alberta",,9.5
2018,"Women+, 65 years and over","Calgary, Alberta",,
2018,Toutes les personnes,"Edmonton, Alberta",,6.1
2018,Personnes de moins de 18 ans,"Edmonton, Alberta",,5.8
2018,Personnes de 18 à 64 ans,"Edmonton, Alberta",,6.4
2018,Personnes de 65 ans et plus,"Edmonton, Alberta",,5.4
2018,Hommes+,"Edmonton, Alberta",,5.4
2018,"Men+, under 18 years","Edmonton, Alberta",,6.1
2018,"Men+, 18 to 64 years","Edmonton, Alberta",,5.2
2018,"Men+, 65 years and over","Edmonton, Alberta",,
2018,Femmes+,"Edmonton, Alberta",,6.8
2018,"Women+, under 18 years","Edmonton, Alberta",,5.6
2018,"Women+, 18 to 64 years","Edmonton, Alberta",,7.6
2018,"Women+, 65 years and over","Edmonton, Alberta",,5.2
2018,Toutes les personnes,"Vancouver, Colombie-Britannique",,11.7
2018,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,8.2
2018,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,12.1
2018,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,13.9
2018,Hommes+,"Vancouver, Colombie-Britannique",,12.5
2018,"Men+, under 18 years","Vancouver, Colombie-Britannique",,11.1
2018,"Men+, 18 to 64 years","Vancouver, Colombie-Britannique",,13.0
2018,"Men+, 65 years and over","Vancouver, Colombie-Britannique",,12.1
2018,Femmes+,"Vancouver, Colombie-Britannique",,10.9
2018,"Women+, under 18 years","Vancouver, Colombie-Britannique",,
2018,"Women+, 18 to 64 years","Vancouver, Colombie-Britannique",,11.2
2018,"Women+, 65 years and over","Vancouver, Colombie-Britannique",,15.4
2019,Personnes de moins de 18 ans,Canada,,11.1
2019,Personnes de 18 à 64 ans,Canada,,11.5
2019,Personnes de 65 ans et plus,Canada,,15.7
2019,Hommes+,Canada,,11.3
2019,"Men+, under 18 years",Canada,,11.0
2019,"Men+, 18 to 64 years",Canada,,11.0
2019,"Men+, 65 years and over",Canada,,12.9
2019,Femmes+,Canada,,13.0
2019,"Women+, under 18 years",Canada,,11.2
2019,"Women+, 18 to 64 years",Canada,,12.0
2019,"Women+, 65 years and over",Canada,,18.1
2019,Toutes les personnes,Provinces de l'Atlantique,,15.4
2019,Personnes de moins de 18 ans,Provinces de l'Atlantique,,16.1
2019,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,13.0
2019,Personnes de 65 ans et plus,Provinces de l'Atlantique,,21.9
2019,Hommes+,Provinces de l'Atlantique,,14.0
2019,"Men+, under 18 years",Provinces de l'Atlantique,,16.4
2019,"Men+, 18 to 64 years",Provinces de l'Atlantique,,12.3
2019,"Men+, 65 years and over",Provinces de l'Atlantique,,17.2
2019,Femmes+,Provinces de l'Atlantique,,16.8
2019,"Women+, under 18 years",Provinces de l'Atlantique,,15.9
2019,"Women+, 18 to 64 years",Provinces de l'Atlantique,,13.7
2019,"Women+, 65 years and over",Provinces de l'Atlantique,,26.1
2019,Toutes les personnes,Terre-Neuve-et-Labrador,10,16.0
2019,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,14.3
2019,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,12.3
2019,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,28.1
2019,Hommes+,Terre-Neuve-et-Labrador,,14.8
2019,"Men+, under 18 years",Terre-Neuve-et-Labrador,,15.9
2019,"Men+, 18 to 64 years",Terre-Neuve-et-Labrador,,11.1
2019,"Men+, 65 years and over",Terre-Neuve-et-Labrador,,24.7
2019,Femmes+,Terre-Neuve-et-Labrador,,17.3
2019,"Women+, under 18 years",Terre-Neuve-et-Labrador,,12.6
2019,"Women+, 18 to 64 years",Terre-Neuve-et-Labrador,,13.4
2019,"Women+, 65 years and over",Terre-Neuve-et-Labrador,,31.2
2019,Toutes les personnes,Île-du-Prince-Édouard,11,15.1
2019,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,19.7
2019,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,13.3
2019,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,16.6
2019,Hommes+,Île-du-Prince-Édouard,,14.1
2019,"Men+, under 18 years",Île-du-Prince-Édouard,,19.6
2019,"Men+, 18 to 64 years",Île-du-Prince-Édouard,,12.8
2019,"Men+, 65 years and over",Île-du-Prince-Édouard,,12.4
2019,Femmes+,Île-du-Prince-Édouard,,16.1
2019,"Women+, under 18 years",Île-du-Prince-Édouard,,19.9
2019,"Women+, 18 to 64 years",Île-du-Prince-Édouard,,13.7
2019,"Women+, 65 years and over",Île-du-Prince-Édouard,,20.2
2019,Toutes les personnes,Nouvelle-Écosse,12,15.4
2019,Personnes de moins de 18 ans,Nouvelle-Écosse,,15.3
2019,Personnes de 18 à 64 ans,Nouvelle-Écosse,,13.8
2019,Personnes de 65 ans et plus,Nouvelle-Écosse,,20.2
2019,Hommes+,Nouvelle-Écosse,,14.1
2019,"Men+, under 18 years",Nouvelle-Écosse,,16.2
2019,"Men+, 18 to 64 years",Nouvelle-Écosse,,13.1
2019,"Men+, 65 years and over",Nouvelle-Écosse,,15.5
2019,Femmes+,Nouvelle-Écosse,,16.5
2019,"Women+, under 18 years",Nouvelle-Écosse,,14.3
2019,"Women+, 18 to 64 years",Nouvelle-Écosse,,14.4
2019,"Women+, 65 years and over",Nouvelle-Écosse,,24.3
2019,Toutes les personnes,Nouveau-Brunswick,13,15.1
2019,Personnes de moins de 18 ans,Nouveau-Brunswick,,17.6
2019,Personnes de 18 à 64 ans,Nouveau-Brunswick,,12.4
2019,Personnes de 65 ans et plus,Nouveau-Brunswick,,20.6
2019,Hommes+,Nouveau-Brunswick,,13.3
2019,"Men+, under 18 years",Nouveau-Brunswick,,16.2
2019,"Men+, 18 to 64 years",Nouveau-Brunswick,,11.9
2019,"Men+, 65 years and over",Nouveau-Brunswick,,14.8
2019,Femmes+,Nouveau-Brunswick,,16.8
2019,"Women+, under 18 years",Nouveau-Brunswick,,19.0
2019,"Women+, 18 to 64 years",Nouveau-Brunswick,,12.9
2019,"Women+, 65 years and over",Nouveau-Brunswick,,25.8
2019,Toutes les personnes,Québec,24,13.5
2019,Personnes de moins de 18 ans,Québec,,8.6
2019,Personnes de 18 à 64 ans,Québec,,12.1
2019,Personnes de 65 ans et plus,Québec,,23.3
2019,Hommes+,Québec,,13.0
2019,"Men+, under 18 years",Québec,,10.3
2019,"Men+, 18 to 64 years",Québec,,12.3
2019,"Men+, 65 years and over",Québec,,18.2
2019,Femmes+,Québec,,14.0
2019,"Women+, under 18 years",Québec,,6.8
2019,"Women+, 18 to 64 years",Québec,,11.8
2019,"Women+, 65 years and over",Québec,,27.7
2019,Toutes les personnes,Ontario,35,12.1
2019,Personnes de moins de 18 ans,Ontario,,13.2
2019,Personnes de 18 à 64 ans,Ontario,,11.4
2019,Personnes de 65 ans et plus,Ontario,,13.6
2019,Hommes+,Ontario,,10.8
2019,"Men+, under 18 years",Ontario,,12.0
2019,"Men+, 18 to 64 years",Ontario,,10.4
2019,"Men+, 65 years and over",Ontario,,11.4
2019,Femmes+,Ontario,,13.3
2019,"Women+, under 18 years",Ontario,,14.3
2019,"Women+, 18 to 64 years",Ontario,,12.4
2019,"Women+, 65 years and over",Ontario,,15.5
2019,Toutes les personnes,Provinces des Prairies,,9.9
2019,Personnes de moins de 18 ans,Provinces des Prairies,,10.6
2019,Personnes de 18 à 64 ans,Provinces des Prairies,,9.9
2019,Personnes de 65 ans et plus,Provinces des Prairies,,8.4
2019,Hommes+,Provinces des Prairies,,9.7
2019,"Men+, under 18 years",Provinces des Prairies,,10.5
2019,"Men+, 18 to 64 years",Provinces des Prairies,,9.8
2019,"Men+, 65 years and over",Provinces des Prairies,,8.3
2019,Femmes+,Provinces des Prairies,,10.0
2019,"Women+, under 18 years",Provinces des Prairies,,10.7
2019,"Women+, 18 to 64 years",Provinces des Prairies,,10.1
2019,"Women+, 65 years and over",Provinces des Prairies,,8.6
2019,Toutes les personnes,Manitoba,46,15.1
2019,Personnes de moins de 18 ans,Manitoba,,19.0
2019,Personnes de 18 à 64 ans,Manitoba,,13.6
2019,Personnes de 65 ans et plus,Manitoba,,16.1
2019,Hommes+,Manitoba,,14.8
2019,"Men+, under 18 years",Manitoba,,19.9
2019,"Men+, 18 to 64 years",Manitoba,,13.2
2019,"Men+, 65 years and over",Manitoba,,13.9
2019,Femmes+,Manitoba,,15.5
2019,"Women+, under 18 years",Manitoba,,18.1
2019,"Women+, 18 to 64 years",Manitoba,,13.9
2019,"Women+, 65 years and over",Manitoba,,17.9
2019,Toutes les personnes,Saskatchewan,47,13.3
2019,Personnes de moins de 18 ans,Saskatchewan,,13.2
2019,Personnes de 18 à 64 ans,Saskatchewan,,13.0
2019,Personnes de 65 ans et plus,Saskatchewan,,14.9
2019,Hommes+,Saskatchewan,,13.7
2019,"Men+, under 18 years",Saskatchewan,,14.1
2019,"Men+, 18 to 64 years",Saskatchewan,,13.3
2019,"Men+, 65 years and over",Saskatchewan,,14.6
2019,Femmes+,Saskatchewan,,12.9
2019,"Women+, under 18 years",Saskatchewan,,12.2
2019,"Women+, 18 to 64 years",Saskatchewan,,12.6
2019,"Women+, 65 years and over",Saskatchewan,,15.1
2019,Toutes les personnes,Alberta,48,7.4
2019,Personnes de moins de 18 ans,Alberta,,7.5
2019,Personnes de 18 à 64 ans,Alberta,,8.1
2019,Personnes de 65 ans et plus,Alberta,,3.7
2019,Hommes+,Alberta,,7.2
2019,"Men+, under 18 years",Alberta,,6.8
2019,"Men+, 18 to 64 years",Alberta,,7.9
2019,"Men+, 65 years and over",Alberta,,4.3
2019,Femmes+,Alberta,,7.6
2019,"Women+, under 18 years",Alberta,,8.2
2019,"Women+, 18 to 64 years",Alberta,,8.4
2019,"Women+, 65 years and over",Alberta,,3.1
2019,Toutes les personnes,Colombie-Britannique,59,11.6
2019,Personnes de moins de 18 ans,Colombie-Britannique,,7.3
2019,Personnes de 18 à 64 ans,Colombie-Britannique,,12.6
2019,Personnes de 65 ans et plus,Colombie-Britannique,,12.2
2019,Hommes+,Colombie-Britannique,,10.6
2019,"Men+, under 18 years",Colombie-Britannique,,7.0
2019,"Men+, 18 to 64 years",Colombie-Britannique,,11.8
2019,"Men+, 65 years and over",Colombie-Britannique,,10.0
2019,Femmes+,Colombie-Britannique,,12.6
2019,"Women+, under 18 years",Colombie-Britannique,,7.6
2019,"Women+, 18 to 64 years",Colombie-Britannique,,13.3
2019,"Women+, 65 years and over",Colombie-Britannique,,14.3
2019,Toutes les personnes,Territoires,,11.4
2019,Personnes de moins de 18 ans,Territoires,,15.2
2019,Personnes de 18 à 64 ans,Territoires,,9.6
2019,Personnes de 65 ans et plus,Territoires,,12.3
2019,Hommes+,Territoires,,11.2
2019,"Men+, under 18 years",Territoires,,13.4
2019,"Men+, 18 to 64 years",Territoires,,10.1
2019,"Men+, 65 years and over",Territoires,,11.9
2019,Femmes+,Territoires,,11.6
2019,"Women+, under 18 years",Territoires,,17.0
2019,"Women+, 18 to 64 years",Territoires,,9.1
2019,"Women+, 65 years and over",Territoires,,12.7
2019,Toutes les personnes,Yukon,60,7.4
2019,Personnes de moins de 18 ans,Yukon,,
2019,Personnes de 18 à 64 ans,Yukon,,7.3
2019,Personnes de 65 ans et plus,Yukon,,10.2
2019,Hommes+,Yukon,,9.7
2019,"Men+, under 18 years",Yukon,,
2019,"Men+, 18 to 64 years",Yukon,,9.8
2019,"Men+, 65 years and over",Yukon,,
2019,Femmes+,Yukon,,5.1
2019,"Women+, under 18 years",Yukon,,
2019,"Women+, 18 to 64 years",Yukon,,4.8
2019,"Women+, 65 years and over",Yukon,,
2019,Toutes les personnes,Territoires du Nord-Ouest,61,10.2
2019,Personnes de moins de 18 ans,Territoires du Nord-Ouest,,
2019,Personnes de 18 à 64 ans,Territoires du Nord-Ouest,,7.3
2019,Personnes de 65 ans et plus,Territoires du Nord-Ouest,,17.3
2019,Hommes+,Territoires du Nord-Ouest,,8.7
2019,"Men+, under 18 years",Territoires du Nord-Ouest,,
2019,"Men+, 18 to 64 years",Territoires du Nord-Ouest,,5.6
2019,"Men+, 65 years and over",Territoires du Nord-Ouest,,
2019,Femmes+,Territoires du Nord-Ouest,,11.9
2019,"Women+, under 18 years",Territoires du Nord-Ouest,,
2019,"Women+, 18 to 64 years",Territoires du Nord-Ouest,,9.0
2019,"Women+, 65 years and over",Territoires du Nord-Ouest,,
2019,Toutes les personnes,Nunavut,62,16.9
2019,Personnes de moins de 18 ans,Nunavut,,20.0
2019,Personnes de 18 à 64 ans,Nunavut,,15.6
2019,Personnes de 65 ans et plus,Nunavut,,
2019,Hommes+,Nunavut,,15.7
2019,"Men+, under 18 years",Nunavut,,15.4
2019,"Men+, 18 to 64 years",Nunavut,,16.4
2019,"Men+, 65 years and over",Nunavut,,
2019,Femmes+,Nunavut,,18.2
2019,"Women+, under 18 years",Nunavut,,24.8
2019,"Women+, 18 to 64 years",Nunavut,,14.8
2019,"Women+, 65 years and over",Nunavut,,
2019,Toutes les personnes,"Québec, Québec",,10.8
2019,Personnes de moins de 18 ans,"Québec, Québec",,
2019,Personnes de 18 à 64 ans,"Québec, Québec",,9.8
2019,Personnes de 65 ans et plus,"Québec, Québec",,22.9
2019,Hommes+,"Québec, Québec",,8.8
2019,"Men+, under 18 years","Québec, Québec",,
2019,"Men+, 18 to 64 years","Québec, Québec",,8.8
2019,"Men+, 65 years and over","Québec, Québec",,14.7
2019,Femmes+,"Québec, Québec",,12.5
2019,"Women+, under 18 years","Québec, Québec",,
2019,"Women+, 18 to 64 years","Québec, Québec",,10.7
2019,"Women+, 65 years and over","Québec, Québec",,30.6
2019,Toutes les personnes,"Montréal, Québec",,14.5
2019,Personnes de moins de 18 ans,"Montréal, Québec",,11.6
2019,Personnes de 18 à 64 ans,"Montréal, Québec",,13.1
2019,Personnes de 65 ans et plus,"Montréal, Québec",,23.0
2019,Hommes+,"Montréal, Québec",,14.3
2019,"Men+, under 18 years","Montréal, Québec",,13.7
2019,"Men+, 18 to 64 years","Montréal, Québec",,13.7
2019,"Men+, 65 years and over","Montréal, Québec",,17.6
2019,Femmes+,"Montréal, Québec",,14.7
2019,"Women+, under 18 years","Montréal, Québec",,9.4
2019,"Women+, 18 to 64 years","Montréal, Québec",,12.5
2019,"Women+, 65 years and over","Montréal, Québec",,27.2
2019,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,8.4
2019,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,7.6
2019,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,7.9
2019,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,11.4
2019,Hommes+,"Ottawa-Gatineau, Ontario/Québec",,8.2
2019,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,8.7
2019,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,8.1
2019,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,8.1
2019,Femmes+,"Ottawa-Gatineau, Ontario/Québec",,8.5
2019,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,
2019,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,7.6
2019,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,14.2
2019,Toutes les personnes,"Toronto, Ontario",,12.7
2019,Personnes de moins de 18 ans,"Toronto, Ontario",,15.7
2019,Personnes de 18 à 64 ans,"Toronto, Ontario",,10.7
2019,Personnes de 65 ans et plus,"Toronto, Ontario",,17.6
2019,Hommes+,"Toronto, Ontario",,11.4
2019,"Men+, under 18 years","Toronto, Ontario",,13.9
2019,"Men+, 18 to 64 years","Toronto, Ontario",,9.5
2019,"Men+, 65 years and over","Toronto, Ontario",,17.3
2019,Femmes+,"Toronto, Ontario",,13.9
2019,"Women+, under 18 years","Toronto, Ontario",,17.4
2019,"Women+, 18 to 64 years","Toronto, Ontario",,11.9
2019,"Women+, 65 years and over","Toronto, Ontario",,17.8
2019,Toutes les personnes,"Winnipeg, Manitoba",,14.9
2019,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,19.9
2019,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,13.3
2019,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,15.3
2019,Hommes+,"Winnipeg, Manitoba",,14.5
2019,"Men+, under 18 years","Winnipeg, Manitoba",,21.1
2019,"Men+, 18 to 64 years","Winnipeg, Manitoba",,12.7
2019,"Men+, 65 years and over","Winnipeg, Manitoba",,14.0
2019,Femmes+,"Winnipeg, Manitoba",,15.2
2019,"Women+, under 18 years","Winnipeg, Manitoba",,18.6
2019,"Women+, 18 to 64 years","Winnipeg, Manitoba",,13.9
2019,"Women+, 65 years and over","Winnipeg, Manitoba",,16.4
2019,Toutes les personnes,"Calgary, Alberta",,5.2
2019,Personnes de moins de 18 ans,"Calgary, Alberta",,5.7
2019,Personnes de 18 à 64 ans,"Calgary, Alberta",,5.6
2019,Personnes de 65 ans et plus,"Calgary, Alberta",,
2019,Hommes+,"Calgary, Alberta",,4.5
2019,"Men+, under 18 years","Calgary, Alberta",,
2019,"Men+, 18 to 64 years","Calgary, Alberta",,4.7
2019,"Men+, 65 years and over","Calgary, Alberta",,
2019,Femmes+,"Calgary, Alberta",,5.9
2019,"Women+, under 18 years","Calgary, Alberta",,
2019,"Women+, 18 to 64 years","Calgary, Alberta",,6.5
2019,"Women+, 65 years and over","Calgary, Alberta",,
2019,Toutes les personnes,"Edmonton, Alberta",,8.3
2019,Personnes de moins de 18 ans,"Edmonton, Alberta",,
2019,Personnes de 18 à 64 ans,"Edmonton, Alberta",,9.4
2019,Personnes de 65 ans et plus,"Edmonton, Alberta",,
2019,Hommes+,"Edmonton, Alberta",,8.3
2019,"Men+, under 18 years","Edmonton, Alberta",,
2019,"Men+, 18 to 64 years","Edmonton, Alberta",,9.4
2019,"Men+, 65 years and over","Edmonton, Alberta",,
2019,Femmes+,"Edmonton, Alberta",,8.4
2019,"Women+, under 18 years","Edmonton, Alberta",,
2019,"Women+, 18 to 64 years","Edmonton, Alberta",,9.3
2019,"Women+, 65 years and over","Edmonton, Alberta",,
2019,Toutes les personnes,"Vancouver, Colombie-Britannique",,10.4
2019,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,
2019,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,12.4
2019,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,9.3
2019,Hommes+,"Vancouver, Colombie-Britannique",,9.9
2019,"Men+, under 18 years","Vancouver, Colombie-Britannique",,
2019,"Men+, 18 to 64 years","Vancouver, Colombie-Britannique",,12.2
2019,"Men+, 65 years and over","Vancouver, Colombie-Britannique",,7.3
2019,Femmes+,"Vancouver, Colombie-Britannique",,11.0
2019,"Women+, under 18 years","Vancouver, Colombie-Britannique",,
2019,"Women+, 18 to 64 years","Vancouver, Colombie-Britannique",,12.7
2019,"Women+, 65 years and over","Vancouver, Colombie-Britannique",,11.2
2020,Personnes de moins de 18 ans,Canada,,7.5
2020,Personnes de 18 à 64 ans,Canada,,8.4
2020,Personnes de 65 ans et plus,Canada,,14.4
2020,Hommes+,Canada,,8.5
2020,"Men+, under 18 years",Canada,,7.4
2020,"Men+, 18 to 64 years",Canada,,8.1
2020,"Men+, 65 years and over",Canada,,11.5
2020,Femmes+,Canada,,10.0
2020,"Women+, under 18 years",Canada,,7.6
2020,"Women+, 18 to 64 years",Canada,,8.7
2020,"Women+, 65 years and over",Canada,,16.9
2020,Toutes les personnes,Provinces de l'Atlantique,,12.5
2020,Personnes de moins de 18 ans,Provinces de l'Atlantique,,9.5
2020,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,10.4
2020,Personnes de 65 ans et plus,Provinces de l'Atlantique,,20.7
2020,Hommes+,Provinces de l'Atlantique,,10.7
2020,"Men+, under 18 years",Provinces de l'Atlantique,,9.0
2020,"Men+, 18 to 64 years",Provinces de l'Atlantique,,9.1
2020,"Men+, 65 years and over",Provinces de l'Atlantique,,17.1
2020,Femmes+,Provinces de l'Atlantique,,14.2
2020,"Women+, under 18 years",Provinces de l'Atlantique,,10.0
2020,"Women+, 18 to 64 years",Provinces de l'Atlantique,,11.6
2020,"Women+, 65 years and over",Provinces de l'Atlantique,,24.0
2020,Toutes les personnes,Terre-Neuve-et-Labrador,10,12.2
2020,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,8.1
2020,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,9.3
2020,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,23.1
2020,Hommes+,Terre-Neuve-et-Labrador,,10.8
2020,"Men+, under 18 years",Terre-Neuve-et-Labrador,,7.1
2020,"Men+, 18 to 64 years",Terre-Neuve-et-Labrador,,8.8
2020,"Men+, 65 years and over",Terre-Neuve-et-Labrador,,19.2
2020,Femmes+,Terre-Neuve-et-Labrador,,13.6
2020,"Women+, under 18 years",Terre-Neuve-et-Labrador,,9.2
2020,"Women+, 18 to 64 years",Terre-Neuve-et-Labrador,,9.8
2020,"Women+, 65 years and over",Terre-Neuve-et-Labrador,,26.5
2020,Toutes les personnes,Île-du-Prince-Édouard,11,12.1
2020,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,12.5
2020,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,10.0
2020,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,18.3
2020,Hommes+,Île-du-Prince-Édouard,,11.0
2020,"Men+, under 18 years",Île-du-Prince-Édouard,,10.7
2020,"Men+, 18 to 64 years",Île-du-Prince-Édouard,,9.3
2020,"Men+, 65 years and over",Île-du-Prince-Édouard,,17.0
2020,Femmes+,Île-du-Prince-Édouard,,13.1
2020,"Women+, under 18 years",Île-du-Prince-Édouard,,14.4
2020,"Women+, 18 to 64 years",Île-du-Prince-Édouard,,10.6
2020,"Women+, 65 years and over",Île-du-Prince-Édouard,,19.5
2020,Toutes les personnes,Nouvelle-Écosse,12,12.4
2020,Personnes de moins de 18 ans,Nouvelle-Écosse,,10.0
