Year,Personnes à faible revenu,Géographie,GeoCode,Value
2016,"Men+, 65 years and over","Winnipeg, Manitoba",,9.5
2016,Femmes+,"Winnipeg, Manitoba",,13.4
2016,"Women+, under 18 years","Winnipeg, Manitoba",,17.3
2016,"Women+, 18 to 64 years","Winnipeg, Manitoba",,12.5
2016,"Women+, 65 years and over","Winnipeg, Manitoba",,12.3
2016,Toutes les personnes,"Calgary, Alberta",,6.3
2016,Personnes de moins de 18 ans,"Calgary, Alberta",,5.4
2016,Personnes de 18 à 64 ans,"Calgary, Alberta",,6.6
2016,Personnes de 65 ans et plus,"Calgary, Alberta",,
2016,Hommes+,"Calgary, Alberta",,6.5
2016,"Men+, under 18 years","Calgary, Alberta",,6.2
2016,"Men+, 18 to 64 years","Calgary, Alberta",,5.9
2016,"Men+, 65 years and over","Calgary, Alberta",,
2016,Femmes+,"Calgary, Alberta",,6.2
2016,"Women+, under 18 years","Calgary, Alberta",,
2016,"Women+, 18 to 64 years","Calgary, Alberta",,7.3
2016,"Women+, 65 years and over","Calgary, Alberta",,
2016,Toutes les personnes,"Edmonton, Alberta",,6.0
2016,Personnes de moins de 18 ans,"Edmonton, Alberta",,
2016,Personnes de 18 à 64 ans,"Edmonton, Alberta",,7.3
2016,Personnes de 65 ans et plus,"Edmonton, Alberta",,
2016,Hommes+,"Edmonton, Alberta",,6.4
2016,"Men+, under 18 years","Edmonton, Alberta",,
2016,"Men+, 18 to 64 years","Edmonton, Alberta",,8.0
2016,"Men+, 65 years and over","Edmonton, Alberta",,
2016,Femmes+,"Edmonton, Alberta",,5.6
2016,"Women+, under 18 years","Edmonton, Alberta",,
2016,"Women+, 18 to 64 years","Edmonton, Alberta",,6.6
2016,"Women+, 65 years and over","Edmonton, Alberta",,
2016,Toutes les personnes,"Vancouver, Colombie-Britannique",,12.8
2016,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,11.8
2016,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,13.0
2016,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,13.0
2016,Hommes+,"Vancouver, Colombie-Britannique",,12.4
2016,"Men+, under 18 years","Vancouver, Colombie-Britannique",,11.4
2016,"Men+, 18 to 64 years","Vancouver, Colombie-Britannique",,13.6
2016,"Men+, 65 years and over","Vancouver, Colombie-Britannique",,8.7
2016,Femmes+,"Vancouver, Colombie-Britannique",,13.2
2016,"Women+, under 18 years","Vancouver, Colombie-Britannique",,12.3
2016,"Women+, 18 to 64 years","Vancouver, Colombie-Britannique",,12.4
2016,"Women+, 65 years and over","Vancouver, Colombie-Britannique",,17.2
2017,Personnes de moins de 18 ans,Canada,,11.8
2017,Personnes de 18 à 64 ans,Canada,,12.1
2017,Personnes de 65 ans et plus,Canada,,15.4
2017,Hommes+,Canada,,11.8
2017,"Men+, under 18 years",Canada,,11.3
2017,"Men+, 18 to 64 years",Canada,,11.8
2017,"Men+, 65 years and over",Canada,,12.2
2017,Femmes+,Canada,,13.4
2017,"Women+, under 18 years",Canada,,12.4
2017,"Women+, 18 to 64 years",Canada,,12.4
2017,"Women+, 65 years and over",Canada,,18.2
2017,Toutes les personnes,Provinces de l'Atlantique,,16.3
2017,Personnes de moins de 18 ans,Provinces de l'Atlantique,,16.8
2017,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,15.0
2017,Personnes de 65 ans et plus,Provinces de l'Atlantique,,19.7
2017,Hommes+,Provinces de l'Atlantique,,15.0
2017,"Men+, under 18 years",Provinces de l'Atlantique,,16.3
2017,"Men+, 18 to 64 years",Provinces de l'Atlantique,,14.0
2017,"Men+, 65 years and over",Provinces de l'Atlantique,,17.4
2017,Femmes+,Provinces de l'Atlantique,,17.4
2017,"Women+, under 18 years",Provinces de l'Atlantique,,17.4
2017,"Women+, 18 to 64 years",Provinces de l'Atlantique,,16.0
2017,"Women+, 65 years and over",Provinces de l'Atlantique,,21.7
2017,Toutes les personnes,Terre-Neuve-et-Labrador,10,15.0
2017,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,12.7
2017,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,13.3
2017,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,22.5
2017,Hommes+,Terre-Neuve-et-Labrador,,13.8
2017,"Men+, under 18 years",Terre-Neuve-et-Labrador,,13.0
2017,"Men+, 18 to 64 years",Terre-Neuve-et-Labrador,,12.2
2017,"Men+, 65 years and over",Terre-Neuve-et-Labrador,,20.1
2017,Femmes+,Terre-Neuve-et-Labrador,,16.2
2017,"Women+, under 18 years",Terre-Neuve-et-Labrador,,12.4
2017,"Women+, 18 to 64 years",Terre-Neuve-et-Labrador,,14.4
2017,"Women+, 65 years and over",Terre-Neuve-et-Labrador,,24.7
2017,Toutes les personnes,Île-du-Prince-Édouard,11,16.4
2017,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,15.8
2017,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,15.4
2017,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,20.3
2017,Hommes+,Île-du-Prince-Édouard,,16.3
2017,"Men+, under 18 years",Île-du-Prince-Édouard,,17.8
2017,"Men+, 18 to 64 years",Île-du-Prince-Édouard,,15.1
2017,"Men+, 65 years and over",Île-du-Prince-Édouard,,18.7
2017,Femmes+,Île-du-Prince-Édouard,,16.5
2017,"Women+, under 18 years",Île-du-Prince-Édouard,,13.5
2017,"Women+, 18 to 64 years",Île-du-Prince-Édouard,,15.6
2017,"Women+, 65 years and over",Île-du-Prince-Édouard,,21.8
2017,Toutes les personnes,Nouvelle-Écosse,12,17.5
2017,Personnes de moins de 18 ans,Nouvelle-Écosse,,19.9
2017,Personnes de 18 à 64 ans,Nouvelle-Écosse,,16.8
2017,Personnes de 65 ans et plus,Nouvelle-Écosse,,17.8
2017,Hommes+,Nouvelle-Écosse,,16.0
2017,"Men+, under 18 years",Nouvelle-Écosse,,17.7
2017,"Men+, 18 to 64 years",Nouvelle-Écosse,,15.6
2017,"Men+, 65 years and over",Nouvelle-Écosse,,15.8
2017,Femmes+,Nouvelle-Écosse,,19.0
2017,"Women+, under 18 years",Nouvelle-Écosse,,22.3
2017,"Women+, 18 to 64 years",Nouvelle-Écosse,,17.9
2017,"Women+, 65 years and over",Nouvelle-Écosse,,19.4
2017,Toutes les personnes,Nouveau-Brunswick,13,15.5
2017,Personnes de moins de 18 ans,Nouveau-Brunswick,,16.1
2017,Personnes de 18 à 64 ans,Nouveau-Brunswick,,13.9
2017,Personnes de 65 ans et plus,Nouveau-Brunswick,,20.0
2017,Hommes+,Nouveau-Brunswick,,14.3
2017,"Men+, under 18 years",Nouveau-Brunswick,,16.3
2017,"Men+, 18 to 64 years",Nouveau-Brunswick,,12.9
2017,"Men+, 65 years and over",Nouveau-Brunswick,,17.1
2017,Femmes+,Nouveau-Brunswick,,16.6
2017,"Women+, under 18 years",Nouveau-Brunswick,,15.8
2017,"Women+, 18 to 64 years",Nouveau-Brunswick,,14.8
2017,"Women+, 65 years and over",Nouveau-Brunswick,,22.5
2017,Toutes les personnes,Québec,24,14.2
2017,Personnes de moins de 18 ans,Québec,,10.5
2017,Personnes de 18 à 64 ans,Québec,,12.9
2017,Personnes de 65 ans et plus,Québec,,22.4
2017,Hommes+,Québec,,12.9
2017,"Men+, under 18 years",Québec,,10.5
2017,"Men+, 18 to 64 years",Québec,,12.5
2017,"Men+, 65 years and over",Québec,,17.2
2017,Femmes+,Québec,,15.5
2017,"Women+, under 18 years",Québec,,10.5
2017,"Women+, 18 to 64 years",Québec,,13.4
2017,"Women+, 65 years and over",Québec,,27.0
2017,Toutes les personnes,Ontario,35,12.7
2017,Personnes de moins de 18 ans,Ontario,,12.7
2017,Personnes de 18 à 64 ans,Ontario,,12.8
2017,Personnes de 65 ans et plus,Ontario,,12.4
2017,Hommes+,Ontario,,12.3
2017,"Men+, under 18 years",Ontario,,11.7
2017,"Men+, 18 to 64 years",Ontario,,13.1
2017,"Men+, 65 years and over",Ontario,,9.8
2017,Femmes+,Ontario,,13.1
2017,"Women+, under 18 years",Ontario,,13.8
2017,"Women+, 18 to 64 years",Ontario,,12.5
2017,"Women+, 65 years and over",Ontario,,14.5
2017,Toutes les personnes,Provinces des Prairies,,9.3
2017,Personnes de moins de 18 ans,Provinces des Prairies,,10.8
2017,Personnes de 18 à 64 ans,Provinces des Prairies,,8.9
2017,Personnes de 65 ans et plus,Provinces des Prairies,,8.8
2017,Hommes+,Provinces des Prairies,,8.4
2017,"Men+, under 18 years",Provinces des Prairies,,9.7
2017,"Men+, 18 to 64 years",Provinces des Prairies,,8.2
2017,"Men+, 65 years and over",Provinces des Prairies,,6.9
2017,Femmes+,Provinces des Prairies,,10.3
2017,"Women+, under 18 years",Provinces des Prairies,,11.9
2017,"Women+, 18 to 64 years",Provinces des Prairies,,9.6
2017,"Women+, 65 years and over",Provinces des Prairies,,10.4
2017,Toutes les personnes,Manitoba,46,14.6
2017,Personnes de moins de 18 ans,Manitoba,,19.1
2017,Personnes de 18 à 64 ans,Manitoba,,13.0
2017,Personnes de 65 ans et plus,Manitoba,,14.9
2017,Hommes+,Manitoba,,13.3
2017,"Men+, under 18 years",Manitoba,,17.1
2017,"Men+, 18 to 64 years",Manitoba,,12.3
2017,"Men+, 65 years and over",Manitoba,,11.8
2017,Femmes+,Manitoba,,15.9
2017,"Women+, under 18 years",Manitoba,,21.1
2017,"Women+, 18 to 64 years",Manitoba,,13.7
2017,"Women+, 65 years and over",Manitoba,,17.6
2017,Toutes les personnes,Saskatchewan,47,12.8
2017,Personnes de moins de 18 ans,Saskatchewan,,15.1
2017,Personnes de 18 à 64 ans,Saskatchewan,,11.2
2017,Personnes de 65 ans et plus,Saskatchewan,,15.5
2017,Hommes+,Saskatchewan,,12.0
2017,"Men+, under 18 years",Saskatchewan,,14.7
2017,"Men+, 18 to 64 years",Saskatchewan,,10.9
2017,"Men+, 65 years and over",Saskatchewan,,12.6
2017,Femmes+,Saskatchewan,,13.5
2017,"Women+, under 18 years",Saskatchewan,,15.6
2017,"Women+, 18 to 64 years",Saskatchewan,,11.6
2017,"Women+, 65 years and over",Saskatchewan,,18.0
2017,Toutes les personnes,Alberta,48,6.9
2017,Personnes de moins de 18 ans,Alberta,,7.2
2017,Personnes de 18 à 64 ans,Alberta,,7.2
2017,Personnes de 65 ans et plus,Alberta,,4.4
2017,Hommes+,Alberta,,6.0
2017,"Men+, under 18 years",Alberta,,6.2
2017,"Men+, 18 to 64 years",Alberta,,6.4
2017,"Men+, 65 years and over",Alberta,,3.4
2017,Femmes+,Alberta,,7.7
2017,"Women+, under 18 years",Alberta,,8.2
2017,"Women+, 18 to 64 years",Alberta,,8.0
2017,"Women+, 65 years and over",Alberta,,5.3
2017,Toutes les personnes,Colombie-Britannique,59,12.3
2017,Personnes de moins de 18 ans,Colombie-Britannique,,10.7
2017,Personnes de 18 à 64 ans,Colombie-Britannique,,11.8
2017,Personnes de 65 ans et plus,Colombie-Britannique,,15.6
2017,Hommes+,Colombie-Britannique,,11.4
2017,"Men+, under 18 years",Colombie-Britannique,,12.0
2017,"Men+, 18 to 64 years",Colombie-Britannique,,11.0
2017,"Men+, 65 years and over",Colombie-Britannique,,12.2
2017,Femmes+,Colombie-Britannique,,13.1
2017,"Women+, under 18 years",Colombie-Britannique,,9.3
2017,"Women+, 18 to 64 years",Colombie-Britannique,,12.6
2017,"Women+, 65 years and over",Colombie-Britannique,,18.7
2017,Toutes les personnes,"Québec, Québec",,8.7
2017,Personnes de moins de 18 ans,"Québec, Québec",,
2017,Personnes de 18 à 64 ans,"Québec, Québec",,7.0
2017,Personnes de 65 ans et plus,"Québec, Québec",,18.2
2017,Hommes+,"Québec, Québec",,7.6
2017,"Men+, under 18 years","Québec, Québec",,
2017,"Men+, 18 to 64 years","Québec, Québec",,6.3
2017,"Men+, 65 years and over","Québec, Québec",,14.2
2017,Femmes+,"Québec, Québec",,9.8
2017,"Women+, under 18 years","Québec, Québec",,
2017,"Women+, 18 to 64 years","Québec, Québec",,7.6
2017,"Women+, 65 years and over","Québec, Québec",,22.1
2017,Toutes les personnes,"Montréal, Québec",,15.4
2017,Personnes de moins de 18 ans,"Montréal, Québec",,12.6
2017,Personnes de 18 à 64 ans,"Montréal, Québec",,14.5
2017,Personnes de 65 ans et plus,"Montréal, Québec",,22.6
2017,Hommes+,"Montréal, Québec",,14.4
2017,"Men+, under 18 years","Montréal, Québec",,13.2
2017,"Men+, 18 to 64 years","Montréal, Québec",,14.2
2017,"Men+, 65 years and over","Montréal, Québec",,17.2
2017,Femmes+,"Montréal, Québec",,16.3
2017,"Women+, under 18 years","Montréal, Québec",,11.9
2017,"Women+, 18 to 64 years","Montréal, Québec",,14.8
2017,"Women+, 65 years and over","Montréal, Québec",,26.9
2017,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,10.8
2017,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,10.9
2017,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,10.4
2017,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,12.3
2017,Hommes+,"Ottawa-Gatineau, Ontario/Québec",,10.6
2017,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,11.8
2017,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,10.4
2017,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,9.7
2017,Femmes+,"Ottawa-Gatineau, Ontario/Québec",,11.0
2017,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Québec",,10.0
2017,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Québec",,10.4
2017,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Québec",,14.4
2017,Toutes les personnes,"Toronto, Ontario",,12.3
2017,Personnes de moins de 18 ans,"Toronto, Ontario",,12.2
2017,Personnes de 18 à 64 ans,"Toronto, Ontario",,12.5
2017,Personnes de 65 ans et plus,"Toronto, Ontario",,11.5
2017,Hommes+,"Toronto, Ontario",,12.2
2017,"Men+, under 18 years","Toronto, Ontario",,10.5
2017,"Men+, 18 to 64 years","Toronto, Ontario",,13.1
2017,"Men+, 65 years and over","Toronto, Ontario",,10.0
2017,Femmes+,"Toronto, Ontario",,12.4
2017,"Women+, under 18 years","Toronto, Ontario",,14.0
2017,"Women+, 18 to 64 years","Toronto, Ontario",,11.9
2017,"Women+, 65 years and over","Toronto, Ontario",,12.9
2017,Toutes les personnes,"Winnipeg, Manitoba",,14.6
2017,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,18.5
2017,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,13.4
2017,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,14.4
2017,Hommes+,"Winnipeg, Manitoba",,13.4
2017,"Men+, under 18 years","Winnipeg, Manitoba",,15.4
2017,"Men+, 18 to 64 years","Winnipeg, Manitoba",,13.2
2017,"Men+, 65 years and over","Winnipeg, Manitoba",,11.7
2017,Femmes+,"Winnipeg, Manitoba",,15.7
2017,"Women+, under 18 years","Winnipeg, Manitoba",,21.4
2017,"Women+, 18 to 64 years","Winnipeg, Manitoba",,13.6
2017,"Women+, 65 years and over","Winnipeg, Manitoba",,16.7
2017,Toutes les personnes,"Calgary, Alberta",,6.1
2017,Personnes de moins de 18 ans,"Calgary, Alberta",,7.8
2017,Personnes de 18 à 64 ans,"Calgary, Alberta",,6.3
2017,Personnes de 65 ans et plus,"Calgary, Alberta",,
2017,Hommes+,"Calgary, Alberta",,5.4
2017,"Men+, under 18 years","Calgary, Alberta",,4.8
2017,"Men+, 18 to 64 years","Calgary, Alberta",,6.1
2017,"Men+, 65 years and over","Calgary, Alberta",,
2017,Femmes+,"Calgary, Alberta",,6.9
2017,"Women+, under 18 years","Calgary, Alberta",,10.2
2017,"Women+, 18 to 64 years","Calgary, Alberta",,6.4
2017,"Women+, 65 years and over","Calgary, Alberta",,
2017,Toutes les personnes,"Edmonton, Alberta",,6.6
2017,Personnes de moins de 18 ans,"Edmonton, Alberta",,6.5
2017,Personnes de 18 à 64 ans,"Edmonton, Alberta",,6.8
2017,Personnes de 65 ans et plus,"Edmonton, Alberta",,5.5
2017,Hommes+,"Edmonton, Alberta",,5.9
2017,"Men+, under 18 years","Edmonton, Alberta",,
2017,"Men+, 18 to 64 years","Edmonton, Alberta",,5.9
2017,"Men+, 65 years and over","Edmonton, Alberta",,
2017,Femmes+,"Edmonton, Alberta",,7.2
2017,"Women+, under 18 years","Edmonton, Alberta",,
2017,"Women+, 18 to 64 years","Edmonton, Alberta",,7.6
2017,"Women+, 65 years and over","Edmonton, Alberta",,7.0
2017,Toutes les personnes,"Vancouver, Colombie-Britannique",,13.2
2017,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,10.9
2017,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,12.6
2017,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,18.4
2017,Hommes+,"Vancouver, Colombie-Britannique",,12.2
2017,"Men+, under 18 years","Vancouver, Colombie-Britannique",,13.1
2017,"Men+, 18 to 64 years","Vancouver, Colombie-Britannique",,11.7
2017,"Men+, 65 years and over","Vancouver, Colombie-Britannique",,13.9
2017,Femmes+,"Vancouver, Colombie-Britannique",,14.1
2017,"Women+, under 18 years","Vancouver, Colombie-Britannique",,
2017,"Women+, 18 to 64 years","Vancouver, Colombie-Britannique",,13.6
2017,"Women+, 65 years and over","Vancouver, Colombie-Britannique",,22.1
2018,Personnes de moins de 18 ans,Canada,,12.0
2018,Personnes de 18 à 64 ans,Canada,,11.9
2018,Personnes de 65 ans et plus,Canada,,14.9
2018,Hommes+,Canada,,11.9
2018,"Men+, under 18 years",Canada,,12.7
2018,"Men+, 18 to 64 years",Canada,,11.6
2018,"Men+, 65 years and over",Canada,,12.2
2018,Femmes+,Canada,,12.9
2018,"Women+, under 18 years",Canada,,11.2
2018,"Women+, 18 to 64 years",Canada,,12.2
2018,"Women+, 65 years and over",Canada,,17.3
2018,Toutes les personnes,Provinces de l'Atlantique,,15.6
2018,Personnes de moins de 18 ans,Provinces de l'Atlantique,,15.7
2018,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,13.6
2018,Personnes de 65 ans et plus,Provinces de l'Atlantique,,21.3
2018,Hommes+,Provinces de l'Atlantique,,14.9
2018,"Men+, under 18 years",Provinces de l'Atlantique,,16.8
2018,"Men+, 18 to 64 years",Provinces de l'Atlantique,,13.4
2018,"Men+, 65 years and over",Provinces de l'Atlantique,,17.8
2018,Femmes+,Provinces de l'Atlantique,,16.2
2018,"Women+, under 18 years",Provinces de l'Atlantique,,14.5
2018,"Women+, 18 to 64 years",Provinces de l'Atlantique,,13.8
2018,"Women+, 65 years and over",Provinces de l'Atlantique,,24.4
2018,Toutes les personnes,Terre-Neuve-et-Labrador,10,16.6
2018,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,14.8
2018,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,14.5
2018,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,24.3
2018,Hommes+,Terre-Neuve-et-Labrador,,16.4
2018,"Men+, under 18 years",Terre-Neuve-et-Labrador,,16.1
2018,"Men+, 18 to 64 years",Terre-Neuve-et-Labrador,,15.1
2018,"Men+, 65 years and over",Terre-Neuve-et-Labrador,,20.5
2018,Femmes+,Terre-Neuve-et-Labrador,,16.7
2018,"Women+, under 18 years",Terre-Neuve-et-Labrador,,13.5
2018,"Women+, 18 to 64 years",Terre-Neuve-et-Labrador,,13.8
2018,"Women+, 65 years and over",Terre-Neuve-et-Labrador,,27.8
2018,Toutes les personnes,Île-du-Prince-Édouard,11,15.0
2018,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,16.0
2018,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,12.1
2018,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,23.3
2018,Hommes+,Île-du-Prince-Édouard,,14.2
2018,"Men+, under 18 years",Île-du-Prince-Édouard,,17.3
2018,"Men+, 18 to 64 years",Île-du-Prince-Édouard,,11.8
2018,"Men+, 65 years and over",Île-du-Prince-Édouard,,19.1
2018,Femmes+,Île-du-Prince-Édouard,,15.7
2018,"Women+, under 18 years",Île-du-Prince-Édouard,,14.7
2018,"Women+, 18 to 64 years",Île-du-Prince-Édouard,,12.4
2018,"Women+, 65 years and over",Île-du-Prince-Édouard,,26.9
2018,Toutes les personnes,Nouvelle-Écosse,12,16.3
2018,Personnes de moins de 18 ans,Nouvelle-Écosse,,17.7
2018,Personnes de 18 à 64 ans,Nouvelle-Écosse,,14.5
2018,Personnes de 65 ans et plus,Nouvelle-Écosse,,20.6
2018,Hommes+,Nouvelle-Écosse,,15.5
2018,"Men+, under 18 years",Nouvelle-Écosse,,19.0
2018,"Men+, 18 to 64 years",Nouvelle-Écosse,,13.9
2018,"Men+, 65 years and over",Nouvelle-Écosse,,17.3
2018,Femmes+,Nouvelle-Écosse,,17.1
2018,"Women+, under 18 years",Nouvelle-Écosse,,16.4
2018,"Women+, 18 to 64 years",Nouvelle-Écosse,,15.0
2018,"Women+, 65 years and over",Nouvelle-Écosse,,23.5
2018,Toutes les personnes,Nouveau-Brunswick,13,14.0
2018,Personnes de moins de 18 ans,Nouveau-Brunswick,,13.7
2018,Personnes de 18 à 64 ans,Nouveau-Brunswick,,12.2
2018,Personnes de 65 ans et plus,Nouveau-Brunswick,,19.7
2018,Hommes+,Nouveau-Brunswick,,13.2
2018,"Men+, under 18 years",Nouveau-Brunswick,,14.5
2018,"Men+, 18 to 64 years",Nouveau-Brunswick,,11.9
2018,"Men+, 65 years and over",Nouveau-Brunswick,,16.3
2018,Femmes+,Nouveau-Brunswick,,14.8
2018,"Women+, under 18 years",Nouveau-Brunswick,,12.9
2018,"Women+, 18 to 64 years",Nouveau-Brunswick,,12.6
2018,"Women+, 65 years and over",Nouveau-Brunswick,,22.6
2018,Toutes les personnes,Québec,24,14.3
2018,Personnes de moins de 18 ans,Québec,,11.8
2018,Personnes de 18 à 64 ans,Québec,,12.9
2018,Personnes de 65 ans et plus,Québec,,21.6
2018,Hommes+,Québec,,13.1
2018,"Men+, under 18 years",Québec,,11.6
2018,"Men+, 18 to 64 years",Québec,,12.5
2018,"Men+, 65 years and over",Québec,,17.4
2018,Femmes+,Québec,,15.4
2018,"Women+, under 18 years",Québec,,12.1
2018,"Women+, 18 to 64 years",Québec,,13.3
2018,"Women+, 65 years and over",Québec,,25.2
2018,Toutes les personnes,Ontario,35,12.2
2018,Personnes de moins de 18 ans,Ontario,,12.8
2018,Personnes de 18 à 64 ans,Ontario,,12.2
2018,Personnes de 65 ans et plus,Ontario,,11.8
2018,Hommes+,Ontario,,11.8
2018,"Men+, under 18 years",Ontario,,13.8
2018,"Men+, 18 to 64 years",Ontario,,11.7
2018,"Men+, 65 years and over",Ontario,,9.6
2018,Femmes+,Ontario,,12.6
2018,"Women+, under 18 years",Ontario,,11.7
2018,"Women+, 18 to 64 years",Ontario,,12.6
2018,"Women+, 65 years and over",Ontario,,13.6
2018,Toutes les personnes,Provinces des Prairies,,9.8
2018,Personnes de moins de 18 ans,Provinces des Prairies,,11.1
2018,Personnes de 18 à 64 ans,Provinces des Prairies,,9.4
2018,Personnes de 65 ans et plus,Provinces des Prairies,,9.3
2018,Hommes+,Provinces des Prairies,,9.4
2018,"Men+, under 18 years",Provinces des Prairies,,11.5
2018,"Men+, 18 to 64 years",Provinces des Prairies,,9.0
2018,"Men+, 65 years and over",Provinces des Prairies,,7.6
2018,Femmes+,Provinces des Prairies,,10.2
2018,"Women+, under 18 years",Provinces des Prairies,,10.7
2018,"Women+, 18 to 64 years",Provinces des Prairies,,9.9
2018,"Women+, 65 years and over",Provinces des Prairies,,10.9
2018,Toutes les personnes,Manitoba,46,13.8
2018,Personnes de moins de 18 ans,Manitoba,,18.2
2018,Personnes de 18 à 64 ans,Manitoba,,11.9
2018,Personnes de 65 ans et plus,Manitoba,,15.1
2018,Hommes+,Manitoba,,12.8
2018,"Men+, under 18 years",Manitoba,,18.7
2018,"Men+, 18 to 64 years",Manitoba,,11.3
2018,"Men+, 65 years and over",Manitoba,,10.6
2018,Femmes+,Manitoba,,14.7
2018,"Women+, under 18 years",Manitoba,,17.6
2018,"Women+, 18 to 64 years",Manitoba,,12.5
2018,"Women+, 65 years and over",Manitoba,,18.9
2018,Toutes les personnes,Saskatchewan,47,13.0
2018,Personnes de moins de 18 ans,Saskatchewan,,14.7
2018,Personnes de 18 à 64 ans,Saskatchewan,,12.3
2018,Personnes de 65 ans et plus,Saskatchewan,,13.6
2018,Hommes+,Saskatchewan,,12.1
2018,"Men+, under 18 years",Saskatchewan,,13.5
2018,"Men+, 18 to 64 years",Saskatchewan,,11.9
2018,"Men+, 65 years and over",Saskatchewan,,11.1
2018,Femmes+,Saskatchewan,,14.0
2018,"Women+, under 18 years",Saskatchewan,,16.0
2018,"Women+, 18 to 64 years",Saskatchewan,,12.7
2018,"Women+, 65 years and over",Saskatchewan,,15.8
2018,Toutes les personnes,Alberta,48,7.8
2018,Personnes de moins de 18 ans,Alberta,,8.1
2018,Personnes de 18 à 64 ans,Alberta,,8.0
2018,Personnes de 65 ans et plus,Alberta,,5.9
2018,Hommes+,Alberta,,7.6
2018,"Men+, under 18 years",Alberta,,8.8
2018,"Men+, 18 to 64 years",Alberta,,7.6
2018,"Men+, 65 years and over",Alberta,,5.5
2018,Femmes+,Alberta,,7.9
2018,"Women+, under 18 years",Alberta,,7.4
2018,"Women+, 18 to 64 years",Alberta,,8.5
2018,"Women+, 65 years and over",Alberta,,6.2
2018,Toutes les personnes,Colombie-Britannique,59,11.8
2018,Personnes de moins de 18 ans,Colombie-Britannique,,9.1
2018,Personnes de 18 à 64 ans,Colombie-Britannique,,11.9
2018,Personnes de 65 ans et plus,Colombie-Britannique,,14.1
2018,Hommes+,Colombie-Britannique,,12.1
2018,"Men+, under 18 years",Colombie-Britannique,,11.1
2018,"Men+, 18 to 64 years",Colombie-Britannique,,12.4
2018,"Men+, 65 years and over",Colombie-Britannique,,11.8
2018,Femmes+,Colombie-Britannique,,11.5
2018,"Women+, under 18 years",Colombie-Britannique,,7.0
2018,"Women+, 18 to 64 years",Colombie-Britannique,,11.4
2018,"Women+, 65 years and over",Colombie-Britannique,,16.2
2018,Toutes les personnes,Territoires,,12.3
2018,Personnes de moins de 18 ans,Territoires,,15.8
2018,Personnes de 18 à 64 ans,Territoires,,10.0
2018,Personnes de 65 ans et plus,Territoires,,18.7
2018,Hommes+,Territoires,,12.5
2018,"Men+, under 18 years",Territoires,,14.4
2018,"Men+, 18 to 64 years",Territoires,,10.5
2018,"Men+, 65 years and over",Territoires,,22.1
2018,Femmes+,Territoires,,12.1
2018,"Women+, under 18 years",Territoires,,17.2
2018,"Women+, 18 to 64 years",Territoires,,9.6
2018,"Women+, 65 years and over",Territoires,,15.0
2018,Toutes les personnes,Yukon,60,6.7
2018,Personnes de moins de 18 ans,Yukon,,
2018,Personnes de 18 à 64 ans,Yukon,,5.1
2018,Personnes de 65 ans et plus,Yukon,,19.2
2018,Hommes+,Yukon,,7.1
2018,"Men+, under 18 years",Yukon,,
2018,"Men+, 18 to 64 years",Yukon,,6.0
2018,"Men+, 65 years and over",Yukon,,22.3
2018,Femmes+,Yukon,,6.1
2018,"Women+, under 18 years",Yukon,,
2018,"Women+, 18 to 64 years",Yukon,,4.2
2018,"Women+, 65 years and over",Yukon,,
2018,Toutes les personnes,Territoires du Nord-Ouest,61,10.9
2018,Personnes de moins de 18 ans,Territoires du Nord-Ouest,,12.1
2018,Personnes de 18 à 64 ans,Territoires du Nord-Ouest,,9.5
