Year,Value,Units,Series
2016,68.5,Pour cent (%),Valeur de la production agricole par hectare
2021,70.7,Pour cent (%),Valeur de la production agricole par hectare
2016,100.0,Pour cent (%),Mécanismes d'atténuation des risques
2021,100.0,Pour cent (%),Mécanismes d'atténuation des risques
