Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2020,"Food insecure, moderate or severe",Territories,Man+,"Men+, 65 years and over",,,,,12.2
2020,"Food insecure, moderate",Territories,Man+,"Men+, 65 years and over",,,,,10.4
2020,Food secure,Territories,Woman+,,All persons,,,,70.1
2020,Food insecure,Territories,Woman+,,All persons,,,,29.9
2020,"Food insecure, marginal",Territories,Woman+,,All persons,,,,5.6
2020,"Food insecure, moderate or severe",Territories,Woman+,,All persons,,,,24.2
2020,"Food insecure, moderate",Territories,Woman+,,All persons,,,,15.0
2020,"Food insecure, severe",Territories,Woman+,,All persons,,,,9.2
2020,Food secure,Territories,Woman+,"Women+, under 18 years",,,,,63.0
2020,Food insecure,Territories,Woman+,"Women+, under 18 years",,,,,37.0
2020,"Food insecure, moderate or severe",Territories,Woman+,"Women+, under 18 years",,,,,31.2
2020,"Food insecure, moderate",Territories,Woman+,"Women+, under 18 years",,,,,17.4
2020,"Food insecure, severe",Territories,Woman+,"Women+, under 18 years",,,,,13.8
2020,Food secure,Territories,Woman+,"Women+, 18 to 64 years",,,,,72.2
2020,Food insecure,Territories,Woman+,"Women+, 18 to 64 years",,,,,27.8
2020,"Food insecure, marginal",Territories,Woman+,"Women+, 18 to 64 years",,,,,6.0
2020,"Food insecure, moderate or severe",Territories,Woman+,"Women+, 18 to 64 years",,,,,21.8
2020,"Food insecure, moderate",Territories,Woman+,"Women+, 18 to 64 years",,,,,13.6
2020,"Food insecure, severe",Territories,Woman+,"Women+, 18 to 64 years",,,,,8.1
2020,Food secure,Territories,Woman+,"Women+, 65 years and over",,,,,78.0
2020,Food insecure,Territories,Woman+,"Women+, 65 years and over",,,,,22.0
2020,"Food insecure, moderate or severe",Territories,Woman+,"Women+, 65 years and over",,,,,19.8
2020,"Food insecure, moderate",Territories,Woman+,"Women+, 65 years and over",,,,,17.3
2020,Food secure,Territories,,,,,,,45.8
2020,Food insecure,Territories,,,,,,,54.2
2020,"Food insecure, moderate or severe",Territories,,,,,,,46.0
2020,"Food insecure, moderate",Territories,,,,,,,30.3
2020,Food secure,Yukon,All genders,Under 18 years,,,,60,79.1
2020,Food insecure,Yukon,All genders,Under 18 years,,,,60,20.9
2020,Food secure,Yukon,All genders,18 to 64 years,,,,60,80.0
2020,Food insecure,Yukon,All genders,18 to 64 years,,,,60,20.0
2020,"Food insecure, marginal",Yukon,All genders,18 to 64 years,,,,60,5.8
2020,"Food insecure, moderate or severe",Yukon,All genders,18 to 64 years,,,,60,14.2
2020,"Food insecure, moderate",Yukon,All genders,18 to 64 years,,,,60,7.8
2020,"Food insecure, severe",Yukon,All genders,18 to 64 years,,,,60,6.4
2020,Food secure,Yukon,All genders,18 to 24 years,,,,60,72.0
2020,Food secure,Yukon,All genders,25 to 34 years,,,,60,81.1
2020,Food secure,Yukon,All genders,35 to 44 years,,,,60,83.7
2020,Food insecure,Yukon,All genders,35 to 44 years,,,,60,16.3
2020,Food secure,Yukon,All genders,45 to 54 years,,,,60,78.9
2020,Food insecure,Yukon,All genders,45 to 54 years,,,,60,21.1
2020,"Food insecure, moderate or severe",Yukon,All genders,45 to 54 years,,,,60,17.5
2020,Food secure,Yukon,All genders,55 to 64 years,,,,60,78.8
2020,Food insecure,Yukon,All genders,55 to 64 years,,,,60,21.2
2020,Food secure,Yukon,All genders,65 years and over,,,,60,85.8
2020,Food secure,Yukon,Man+,,All persons,,,60,80.2
2020,Food insecure,Yukon,Man+,,All persons,,,60,19.8
2020,"Food insecure, moderate or severe",Yukon,Man+,,All persons,,,60,14.2
2020,"Food insecure, moderate",Yukon,Man+,,All persons,,,60,7.2
2020,Food secure,Yukon,Man+,"Men+, under 18 years",,,,60,73.6
2020,Food secure,Yukon,Man+,"Men+, 18 to 64 years",,,,60,80.6
2020,Food insecure,Yukon,Man+,"Men+, 18 to 64 years",,,,60,19.4
2020,"Food insecure, moderate or severe",Yukon,Man+,"Men+, 18 to 64 years",,,,60,14.2
2020,Food secure,Yukon,Man+,"Men+, 65 years and over",,,,60,88.2
2020,Food secure,Yukon,Woman+,,All persons,,,60,81.0
2020,Food insecure,Yukon,Woman+,,All persons,,,60,19.0
2020,"Food insecure, marginal",Yukon,Woman+,,All persons,,,60,5.6
2020,"Food insecure, moderate or severe",Yukon,Woman+,,All persons,,,60,13.5
2020,"Food insecure, moderate",Yukon,Woman+,,All persons,,,60,7.8
2020,Food secure,Yukon,Woman+,"Women+, under 18 years",,,,60,84.6
2020,Food secure,Yukon,Woman+,"Women+, 18 to 64 years",,,,60,79.4
2020,Food insecure,Yukon,Woman+,"Women+, 18 to 64 years",,,,60,20.6
2020,"Food insecure, marginal",Yukon,Woman+,"Women+, 18 to 64 years",,,,60,6.4
2020,"Food insecure, moderate or severe",Yukon,Woman+,"Women+, 18 to 64 years",,,,60,14.2
2020,Food secure,Yukon,Woman+,"Women+, 65 years and over",,,,60,83.1
2020,Food secure,Northwest Territories,All genders,Under 18 years,,,,61,82.0
2020,Food insecure,Northwest Territories,All genders,Under 18 years,,,,61,18.0
2020,"Food insecure, moderate or severe",Northwest Territories,All genders,Under 18 years,,,,61,12.8
2020,Food secure,Northwest Territories,All genders,18 to 64 years,,,,61,81.6
2020,Food insecure,Northwest Territories,All genders,18 to 64 years,,,,61,18.4
2020,"Food insecure, moderate or severe",Northwest Territories,All genders,18 to 64 years,,,,61,15.1
2020,"Food insecure, moderate",Northwest Territories,All genders,18 to 64 years,,,,61,11.2
2020,"Food insecure, severe",Northwest Territories,All genders,18 to 64 years,,,,61,3.9
2020,Food secure,Northwest Territories,All genders,18 to 24 years,,,,61,80.0
2020,Food secure,Northwest Territories,All genders,25 to 34 years,,,,61,82.9
2020,Food insecure,Northwest Territories,All genders,25 to 34 years,,,,61,17.1
2020,"Food insecure, moderate or severe",Northwest Territories,All genders,25 to 34 years,,,,61,15.2
2020,Food secure,Northwest Territories,All genders,35 to 44 years,,,,61,83.8
2020,Food insecure,Northwest Territories,All genders,35 to 44 years,,,,61,16.2
2020,"Food insecure, moderate or severe",Northwest Territories,All genders,35 to 44 years,,,,61,12.6
2020,Food secure,Northwest Territories,All genders,45 to 54 years,,,,61,83.8
2020,Food secure,Northwest Territories,All genders,55 to 64 years,,,,61,76.1
2020,Food insecure,Northwest Territories,All genders,55 to 64 years,,,,61,23.9
2020,"Food insecure, moderate or severe",Northwest Territories,All genders,55 to 64 years,,,,61,21.6
2020,Food secure,Northwest Territories,All genders,65 years and over,,,,61,76.4
2020,Food insecure,Northwest Territories,All genders,65 years and over,,,,61,23.6
2020,Food secure,Northwest Territories,Man+,,All persons,,,61,79.7
2020,Food insecure,Northwest Territories,Man+,,All persons,,,61,20.3
2020,"Food insecure, moderate or severe",Northwest Territories,Man+,,All persons,,,61,16.1
2020,"Food insecure, moderate",Northwest Territories,Man+,,All persons,,,61,13.3
2020,Food secure,Northwest Territories,Man+,"Men+, under 18 years",,,,61,79.3
2020,Food secure,Northwest Territories,Man+,"Men+, 18 to 64 years",,,,61,80.8
2020,Food insecure,Northwest Territories,Man+,"Men+, 18 to 64 years",,,,61,19.2
2020,"Food insecure, moderate or severe",Northwest Territories,Man+,"Men+, 18 to 64 years",,,,61,16.2
2020,"Food insecure, moderate",Northwest Territories,Man+,"Men+, 18 to 64 years",,,,61,12.7
2020,Food secure,Northwest Territories,Man+,"Men+, 65 years and over",,,,61,72.8
2020,Food insecure,Northwest Territories,Man+,"Men+, 65 years and over",,,,61,27.2
2020,Food secure,Northwest Territories,Woman+,,All persons,,,61,82.8
2020,Food insecure,Northwest Territories,Woman+,,All persons,,,61,17.2
2020,"Food insecure, moderate or severe",Northwest Territories,Woman+,,All persons,,,61,13.0
2020,"Food insecure, moderate",Northwest Territories,Woman+,,All persons,,,61,9.2
2020,Food secure,Northwest Territories,Woman+,"Women+, under 18 years",,,,61,84.7
2020,Food insecure,Northwest Territories,Woman+,"Women+, under 18 years",,,,61,15.3
2020,Food secure,Northwest Territories,Woman+,"Women+, 18 to 64 years",,,,61,82.5
2020,Food insecure,Northwest Territories,Woman+,"Women+, 18 to 64 years",,,,61,17.5
2020,"Food insecure, moderate or severe",Northwest Territories,Woman+,"Women+, 18 to 64 years",,,,61,13.9
2020,"Food insecure, moderate",Northwest Territories,Woman+,"Women+, 18 to 64 years",,,,61,9.7
2020,Food secure,Northwest Territories,Woman+,"Women+, 65 years and over",,,,61,80.2
2020,Food secure,Northwest Territories,,,,,,61,70.5
2020,Food secure,Nunavut,All genders,Under 18 years,,,,62,32.6
2020,Food insecure,Nunavut,All genders,Under 18 years,,,,62,67.4
2020,"Food insecure, moderate or severe",Nunavut,All genders,Under 18 years,,,,62,59.5
2020,Food secure,Nunavut,All genders,18 to 64 years,,,,62,53.3
2020,Food insecure,Nunavut,All genders,18 to 64 years,,,,62,46.7
2020,"Food insecure, moderate or severe",Nunavut,All genders,18 to 64 years,,,,62,40.9
2020,"Food insecure, moderate",Nunavut,All genders,18 to 64 years,,,,62,25.5
2020,Food secure,Nunavut,All genders,18 to 24 years,,,,62,50.4
2020,Food insecure,Nunavut,All genders,18 to 24 years,,,,62,49.6
2020,"Food insecure, moderate or severe",Nunavut,All genders,18 to 24 years,,,,62,42.5
2020,Food secure,Nunavut,All genders,25 to 34 years,,,,62,44.0
2020,Food insecure,Nunavut,All genders,25 to 34 years,,,,62,56.0
2020,"Food insecure, moderate or severe",Nunavut,All genders,25 to 34 years,,,,62,47.6
2020,"Food insecure, moderate",Nunavut,All genders,25 to 34 years,,,,62,27.1
2020,Food secure,Nunavut,All genders,35 to 44 years,,,,62,62.6
2020,Food insecure,Nunavut,All genders,35 to 44 years,,,,62,37.4
2020,"Food insecure, moderate or severe",Nunavut,All genders,35 to 44 years,,,,62,35.4
2020,Food secure,Nunavut,All genders,45 to 54 years,,,,62,53.9
2020,Food insecure,Nunavut,All genders,45 to 54 years,,,,62,46.1
2020,"Food insecure, moderate or severe",Nunavut,All genders,45 to 54 years,,,,62,42.9
2020,"Food insecure, moderate",Nunavut,All genders,45 to 54 years,,,,62,23.8
2020,Food secure,Nunavut,All genders,55 to 64 years,,,,62,57.3
2020,Food insecure,Nunavut,All genders,55 to 64 years,,,,62,42.7
2020,"Food insecure, moderate or severe",Nunavut,All genders,55 to 64 years,,,,62,34.0
2020,"Food insecure, severe",Nunavut,All genders,55 to 64 years,,,,62,20.4
2020,Food secure,Nunavut,All genders,65 years and over,,,,62,61.1
2020,Food secure,Nunavut,Man+,,All persons,,,62,48.1
2020,Food insecure,Nunavut,Man+,,All persons,,,62,51.9
2020,"Food insecure, moderate or severe",Nunavut,Man+,,All persons,,,62,45.5
2020,"Food insecure, moderate",Nunavut,Man+,,All persons,,,62,27.5
2020,Food secure,Nunavut,Man+,"Men+, under 18 years",,,,62,32.3
2020,Food insecure,Nunavut,Man+,"Men+, under 18 years",,,,62,67.7
2020,"Food insecure, moderate or severe",Nunavut,Man+,"Men+, under 18 years",,,,62,58.1
2020,Food secure,Nunavut,Man+,"Men+, 18 to 64 years",,,,62,55.9
2020,Food insecure,Nunavut,Man+,"Men+, 18 to 64 years",,,,62,44.1
2020,"Food insecure, moderate or severe",Nunavut,Man+,"Men+, 18 to 64 years",,,,62,40.9
2020,"Food insecure, moderate",Nunavut,Man+,"Men+, 18 to 64 years",,,,62,25.6
2020,Food secure,Nunavut,Woman+,,All persons,,,62,44.0
2020,Food insecure,Nunavut,Woman+,,All persons,,,62,56.0
2020,"Food insecure, moderate or severe",Nunavut,Woman+,,All persons,,,62,48.6
2020,"Food insecure, moderate",Nunavut,Woman+,,All persons,,,62,29.4
2020,"Food insecure, severe",Nunavut,Woman+,,All persons,,,62,19.2
2020,Food secure,Nunavut,Woman+,"Women+, under 18 years",,,,62,32.8
2020,Food insecure,Nunavut,Woman+,"Women+, under 18 years",,,,62,67.2
2020,"Food insecure, moderate or severe",Nunavut,Woman+,"Women+, under 18 years",,,,62,60.9
2020,"Food insecure, moderate",Nunavut,Woman+,"Women+, under 18 years",,,,62,33.9
2020,"Food insecure, severe",Nunavut,Woman+,"Women+, under 18 years",,,,62,27.0
2020,Food secure,Nunavut,Woman+,"Women+, 18 to 64 years",,,,62,50.5
2020,Food insecure,Nunavut,Woman+,"Women+, 18 to 64 years",,,,62,49.5
2020,"Food insecure, moderate or severe",Nunavut,Woman+,"Women+, 18 to 64 years",,,,62,40.9
2020,"Food insecure, moderate",Nunavut,Woman+,"Women+, 18 to 64 years",,,,62,25.4
2020,Food secure,Nunavut,,,,,,62,40.5
2020,Food insecure,Nunavut,,,,,,62,59.5
2020,"Food insecure, moderate or severe",Nunavut,,,,,,62,52.4
2020,"Food insecure, moderate",Nunavut,,,,,,62,33.0
2021,Food secure,Canada,All genders,Under 18 years,,,,,75.6
2021,Food insecure,Canada,All genders,Under 18 years,,,,,24.4
2021,"Food insecure, marginal",Canada,All genders,Under 18 years,,,,,7.5
2021,"Food insecure, moderate or severe",Canada,All genders,Under 18 years,,,,,16.9
2021,"Food insecure, moderate",Canada,All genders,Under 18 years,,,,,12.7
2021,"Food insecure, severe",Canada,All genders,Under 18 years,,,,,4.2
2021,Food secure,Canada,All genders,18 to 64 years,,,,,80.9
2021,Food insecure,Canada,All genders,18 to 64 years,,,,,19.1
2021,"Food insecure, marginal",Canada,All genders,18 to 64 years,,,,,5.4
2021,"Food insecure, moderate or severe",Canada,All genders,18 to 64 years,,,,,13.6
2021,"Food insecure, moderate",Canada,All genders,18 to 64 years,,,,,9.0
2021,"Food insecure, severe",Canada,All genders,18 to 64 years,,,,,4.6
2021,Food secure,Canada,All genders,18 to 24 years,,,,,80.1
2021,Food insecure,Canada,All genders,18 to 24 years,,,,,19.9
2021,"Food insecure, marginal",Canada,All genders,18 to 24 years,,,,,6.2
2021,"Food insecure, moderate or severe",Canada,All genders,18 to 24 years,,,,,13.7
2021,"Food insecure, moderate",Canada,All genders,18 to 24 years,,,,,9.1
2021,"Food insecure, severe",Canada,All genders,18 to 24 years,,,,,4.7
2021,Food secure,Canada,All genders,25 to 34 years,,,,,80.2
2021,Food insecure,Canada,All genders,25 to 34 years,,,,,19.8
2021,"Food insecure, marginal",Canada,All genders,25 to 34 years,,,,,5.0
2021,"Food insecure, moderate or severe",Canada,All genders,25 to 34 years,,,,,14.8
2021,"Food insecure, moderate",Canada,All genders,25 to 34 years,,,,,9.7
2021,"Food insecure, severe",Canada,All genders,25 to 34 years,,,,,5.1
2021,Food secure,Canada,All genders,35 to 44 years,,,,,78.7
2021,Food insecure,Canada,All genders,35 to 44 years,,,,,21.3
2021,"Food insecure, marginal",Canada,All genders,35 to 44 years,,,,,6.5
2021,"Food insecure, moderate or severe",Canada,All genders,35 to 44 years,,,,,14.8
2021,"Food insecure, moderate",Canada,All genders,35 to 44 years,,,,,10.3
2021,"Food insecure, severe",Canada,All genders,35 to 44 years,,,,,4.5
2021,Food secure,Canada,All genders,45 to 54 years,,,,,80.8
2021,Food insecure,Canada,All genders,45 to 54 years,,,,,19.2
2021,"Food insecure, marginal",Canada,All genders,45 to 54 years,,,,,5.3
2021,"Food insecure, moderate or severe",Canada,All genders,45 to 54 years,,,,,13.8
2021,"Food insecure, moderate",Canada,All genders,45 to 54 years,,,,,9.2
2021,"Food insecure, severe",Canada,All genders,45 to 54 years,,,,,4.6
2021,Food secure,Canada,All genders,55 to 64 years,,,,,84.5
2021,Food insecure,Canada,All genders,55 to 64 years,,,,,15.5
2021,"Food insecure, marginal",Canada,All genders,55 to 64 years,,,,,4.4
2021,"Food insecure, moderate or severe",Canada,All genders,55 to 64 years,,,,,11.2
2021,"Food insecure, moderate",Canada,All genders,55 to 64 years,,,,,7.0
2021,"Food insecure, severe",Canada,All genders,55 to 64 years,,,,,4.2
2021,Food secure,Canada,All genders,65 years and over,,,,,89.7
2021,Food insecure,Canada,All genders,65 years and over,,,,,10.3
2021,"Food insecure, marginal",Canada,All genders,65 years and over,,,,,4.0
2021,"Food insecure, moderate or severe",Canada,All genders,65 years and over,,,,,6.3
2021,"Food insecure, moderate",Canada,All genders,65 years and over,,,,,4.6
2021,"Food insecure, severe",Canada,All genders,65 years and over,,,,,1.7
2021,Food secure,Canada,Man+,,All persons,,,,81.7
2021,Food insecure,Canada,Man+,,All persons,,,,18.3
2021,"Food insecure, marginal",Canada,Man+,,All persons,,,,5.5
2021,"Food insecure, moderate or severe",Canada,Man+,,All persons,,,,12.8
2021,"Food insecure, moderate",Canada,Man+,,All persons,,,,8.7
2021,"Food insecure, severe",Canada,Man+,,All persons,,,,4.1
2021,Food secure,Canada,Man+,"Men+, under 18 years",,,,,74.8
2021,Food insecure,Canada,Man+,"Men+, under 18 years",,,,,25.2
2021,"Food insecure, marginal",Canada,Man+,"Men+, under 18 years",,,,,7.9
2021,"Food insecure, moderate or severe",Canada,Man+,"Men+, under 18 years",,,,,17.3
2021,"Food insecure, moderate",Canada,Man+,"Men+, under 18 years",,,,,13.1
2021,"Food insecure, severe",Canada,Man+,"Men+, under 18 years",,,,,4.2
2021,Food secure,Canada,Man+,"Men+, 18 to 64 years",,,,,81.7
2021,Food insecure,Canada,Man+,"Men+, 18 to 64 years",,,,,18.3
2021,"Food insecure, marginal",Canada,Man+,"Men+, 18 to 64 years",,,,,5.1
2021,"Food insecure, moderate or severe",Canada,Man+,"Men+, 18 to 64 years",,,,,13.2
2021,"Food insecure, moderate",Canada,Man+,"Men+, 18 to 64 years",,,,,8.6
2021,"Food insecure, severe",Canada,Man+,"Men+, 18 to 64 years",,,,,4.6
2021,Food secure,Canada,Man+,"Men+, 65 years and over",,,,,89.9
2021,Food insecure,Canada,Man+,"Men+, 65 years and over",,,,,10.1
2021,"Food insecure, marginal",Canada,Man+,"Men+, 65 years and over",,,,,4.1
2021,"Food insecure, moderate or severe",Canada,Man+,"Men+, 65 years and over",,,,,6.0
2021,"Food insecure, moderate",Canada,Man+,"Men+, 65 years and over",,,,,4.2
2021,"Food insecure, severe",Canada,Man+,"Men+, 65 years and over",,,,,1.8
2021,Food secure,Canada,Woman+,,All persons,,,,81.3
2021,Food insecure,Canada,Woman+,,All persons,,,,18.7
2021,"Food insecure, marginal",Canada,Woman+,,All persons,,,,5.6
2021,"Food insecure, moderate or severe",Canada,Woman+,,All persons,,,,13.1
2021,"Food insecure, moderate",Canada,Woman+,,All persons,,,,9.1
2021,"Food insecure, severe",Canada,Woman+,,All persons,,,,4.0
2021,Food secure,Canada,Woman+,"Women+, under 18 years",,,,,76.5
2021,Food insecure,Canada,Woman+,"Women+, under 18 years",,,,,23.5
2021,"Food insecure, marginal",Canada,Woman+,"Women+, under 18 years",,,,,7.0
2021,"Food insecure, moderate or severe",Canada,Woman+,"Women+, under 18 years",,,,,16.5
2021,"Food insecure, moderate",Canada,Woman+,"Women+, under 18 years",,,,,12.3
2021,"Food insecure, severe",Canada,Woman+,"Women+, under 18 years",,,,,4.2
2021,Food secure,Canada,Woman+,"Women+, 18 to 64 years",,,,,80.1
2021,Food insecure,Canada,Woman+,"Women+, 18 to 64 years",,,,,19.9
2021,"Food insecure, marginal",Canada,Woman+,"Women+, 18 to 64 years",,,,,5.8
2021,"Food insecure, moderate or severe",Canada,Woman+,"Women+, 18 to 64 years",,,,,14.1
2021,"Food insecure, moderate",Canada,Woman+,"Women+, 18 to 64 years",,,,,9.5
2021,"Food insecure, severe",Canada,Woman+,"Women+, 18 to 64 years",,,,,4.6
2021,Food secure,Canada,Woman+,"Women+, 65 years and over",,,,,89.6
2021,Food insecure,Canada,Woman+,"Women+, 65 years and over",,,,,10.4
2021,"Food insecure, marginal",Canada,Woman+,"Women+, 65 years and over",,,,,3.9
2021,"Food insecure, moderate or severe",Canada,Woman+,"Women+, 65 years and over",,,,,6.5
2021,"Food insecure, moderate",Canada,Woman+,"Women+, 65 years and over",,,,,5.0
2021,"Food insecure, severe",Canada,Woman+,"Women+, 65 years and over",,,,,1.6
2021,Food secure,Canada,,,,Visible minority population,,,75.5
2021,Food insecure,Canada,,,,Visible minority population,,,24.5
2021,"Food insecure, marginal",Canada,,,,Visible minority population,,,7.7
2021,"Food insecure, moderate or severe",Canada,,,,Visible minority population,,,16.8
2021,"Food insecure, moderate",Canada,,,,Visible minority population,,,12.8
2021,"Food insecure, severe",Canada,,,,Visible minority population,,,4.0
2021,Food secure,Canada,,,,South Asian,,,79.2
2021,Food insecure,Canada,,,,South Asian,,,20.8
2021,"Food insecure, marginal",Canada,,,,South Asian,,,5.8
2021,"Food insecure, moderate or severe",Canada,,,,South Asian,,,15.0
2021,"Food insecure, moderate",Canada,,,,South Asian,,,12.8
2021,"Food insecure, severe",Canada,,,,South Asian,,,2.2
2021,Food secure,Canada,,,,Chinese,,,82.0
2021,Food insecure,Canada,,,,Chinese,,,18.0
2021,"Food insecure, marginal",Canada,,,,Chinese,,,4.9
2021,"Food insecure, moderate or severe",Canada,,,,Chinese,,,13.1
2021,"Food insecure, moderate",Canada,,,,Chinese,,,9.8
2021,"Food insecure, severe",Canada,,,,Chinese,,,3.3
2021,Food secure,Canada,,,,Black,,,61.1
2021,Food insecure,Canada,,,,Black,,,38.9
2021,"Food insecure, marginal",Canada,,,,Black,,,12.0
2021,"Food insecure, moderate or severe",Canada,,,,Black,,,27.0
2021,"Food insecure, moderate",Canada,,,,Black,,,18.1
2021,"Food insecure, severe",Canada,,,,Black,,,8.8
2021,Food secure,Canada,,,,Filipino,,,70.0
2021,Food insecure,Canada,,,,Filipino,,,30.0
2021,"Food insecure, marginal",Canada,,,,Filipino,,,10.9
2021,"Food insecure, moderate or severe",Canada,,,,Filipino,,,19.2
2021,"Food insecure, moderate",Canada,,,,Filipino,,,14.8
2021,Food secure,Canada,,,,Arab,,,73.0
2021,Food insecure,Canada,,,,Arab,,,27.0
2021,"Food insecure, marginal",Canada,,,,Arab,,,13.9
2021,"Food insecure, moderate or severe",Canada,,,,Arab,,,13.1
2021,"Food insecure, moderate",Canada,,,,Arab,,,10.2
2021,Food secure,Canada,,,,Latin American,,,80.0
2021,Food insecure,Canada,,,,Latin American,,,20.0
2021,"Food insecure, marginal",Canada,,,,Latin American,,,4.6
2021,"Food insecure, moderate or severe",Canada,,,,Latin American,,,15.3
2021,"Food insecure, moderate",Canada,,,,Latin American,,,11.4
2021,"Food insecure, severe",Canada,,,,Latin American,,,3.9
2021,Food secure,Canada,,,,Southeast Asian,,,77.7
2021,Food insecure,Canada,,,,Southeast Asian,,,22.3
2021,"Food insecure, marginal",Canada,,,,Southeast Asian,,,4.3
2021,"Food insecure, moderate or severe",Canada,,,,Southeast Asian,,,18.0
2021,"Food insecure, moderate",Canada,,,,Southeast Asian,,,14.0
2021,"Food insecure, severe",Canada,,,,Southeast Asian,,,4.0
2021,Food secure,Canada,,,,Other visible minority,,,78.0
2021,Food insecure,Canada,,,,Other visible minority,,,22.0
2021,"Food insecure, marginal",Canada,,,,Other visible minority,,,7.1
2021,"Food insecure, moderate or severe",Canada,,,,Other visible minority,,,14.8
2021,"Food insecure, moderate",Canada,,,,Other visible minority,,,11.5
2021,Food secure,Canada,,,,Not a visible minority,,,83.9
2021,Food insecure,Canada,,,,Not a visible minority,,,16.1
2021,"Food insecure, marginal",Canada,,,,Not a visible minority,,,4.7
2021,"Food insecure, moderate or severe",Canada,,,,Not a visible minority,,,11.4
2021,"Food insecure, moderate",Canada,,,,Not a visible minority,,,7.4
2021,"Food insecure, severe",Canada,,,,Not a visible minority,,,4.0
2021,Food secure,Canada,,,,,Indigenous population,,66.5
2021,Food insecure,Canada,,,,,Indigenous population,,33.5
2021,"Food insecure, marginal",Canada,,,,,Indigenous population,,7.8
2021,"Food insecure, moderate or severe",Canada,,,,,Indigenous population,,25.7
2021,"Food insecure, moderate",Canada,,,,,Indigenous population,,14.0
2021,"Food insecure, severe",Canada,,,,,Indigenous population,,11.6
2021,Food secure,Canada,,,,,Non-Indigenous population,,81.9
2021,Food insecure,Canada,,,,,Non-Indigenous population,,18.1
2021,"Food insecure, marginal",Canada,,,,,Non-Indigenous population,,5.5
2021,"Food insecure, moderate or severe",Canada,,,,,Non-Indigenous population,,12.5
2021,"Food insecure, moderate",Canada,,,,,Non-Indigenous population,,8.8
2021,"Food insecure, severe",Canada,,,,,Non-Indigenous population,,3.8
2021,Food secure,Canada,,,,,Not a visible minority nor Indigenous,,84.6
2021,Food insecure,Canada,,,,,Not a visible minority nor Indigenous,,15.4
2021,"Food insecure, marginal",Canada,,,,,Not a visible minority nor Indigenous,,4.6
2021,"Food insecure, moderate or severe",Canada,,,,,Not a visible minority nor Indigenous,,10.8
2021,"Food insecure, moderate",Canada,,,,,Not a visible minority nor Indigenous,,7.1
2021,"Food insecure, severe",Canada,,,,,Not a visible minority nor Indigenous,,3.7
2021,Food secure,Canada,,,,,,,52.1
2021,Food insecure,Canada,,,,,,,47.9
2021,"Food insecure, moderate or severe",Canada,,,,,,,37.1
2021,"Food insecure, moderate",Canada,,,,,,,25.3
2021,Food secure,Atlantic provinces,All genders,Under 18 years,,,,,69.6
2021,Food insecure,Atlantic provinces,All genders,Under 18 years,,,,,30.4
2021,"Food insecure, marginal",Atlantic provinces,All genders,Under 18 years,,,,,6.3
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,Under 18 years,,,,,24.1
2021,"Food insecure, moderate",Atlantic provinces,All genders,Under 18 years,,,,,18.1
2021,"Food insecure, severe",Atlantic provinces,All genders,Under 18 years,,,,,6.0
2021,Food secure,Atlantic provinces,All genders,18 to 64 years,,,,,76.5
2021,Food insecure,Atlantic provinces,All genders,18 to 64 years,,,,,23.5
2021,"Food insecure, marginal",Atlantic provinces,All genders,18 to 64 years,,,,,6.0
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,18 to 64 years,,,,,17.6
2021,"Food insecure, moderate",Atlantic provinces,All genders,18 to 64 years,,,,,12.1
2021,"Food insecure, severe",Atlantic provinces,All genders,18 to 64 years,,,,,5.4
2021,Food secure,Atlantic provinces,All genders,18 to 24 years,,,,,77.8
2021,Food insecure,Atlantic provinces,All genders,18 to 24 years,,,,,22.2
2021,"Food insecure, marginal",Atlantic provinces,All genders,18 to 24 years,,,,,5.3
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,18 to 24 years,,,,,17.0
2021,"Food insecure, moderate",Atlantic provinces,All genders,18 to 24 years,,,,,12.4
2021,"Food insecure, severe",Atlantic provinces,All genders,18 to 24 years,,,,,4.6
2021,Food secure,Atlantic provinces,All genders,25 to 34 years,,,,,71.8
2021,Food insecure,Atlantic provinces,All genders,25 to 34 years,,,,,28.2
2021,"Food insecure, marginal",Atlantic provinces,All genders,25 to 34 years,,,,,7.1
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,25 to 34 years,,,,,21.1
2021,"Food insecure, moderate",Atlantic provinces,All genders,25 to 34 years,,,,,14.0
2021,"Food insecure, severe",Atlantic provinces,All genders,25 to 34 years,,,,,7.1
2021,Food secure,Atlantic provinces,All genders,35 to 44 years,,,,,72.2
2021,Food insecure,Atlantic provinces,All genders,35 to 44 years,,,,,27.8
2021,"Food insecure, marginal",Atlantic provinces,All genders,35 to 44 years,,,,,7.3
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,35 to 44 years,,,,,20.5
2021,"Food insecure, moderate",Atlantic provinces,All genders,35 to 44 years,,,,,14.4
2021,"Food insecure, severe",Atlantic provinces,All genders,35 to 44 years,,,,,6.1
2021,Food secure,Atlantic provinces,All genders,45 to 54 years,,,,,76.6
2021,Food insecure,Atlantic provinces,All genders,45 to 54 years,,,,,23.4
2021,"Food insecure, marginal",Atlantic provinces,All genders,45 to 54 years,,,,,5.9
2021,"Food insecure, moderate or severe",Atlantic provinces,All genders,45 to 54 years,,,,,17.5
