Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2018,Food secure,Canada,All genders,,All persons,,,,83.2
2018,Food insecure,Canada,All genders,,All persons,,,,16.8
2018,"Food insecure, marginal",Canada,All genders,,All persons,,,,5.2
2018,,,,,,,,,11.7
2018,"Food insecure, moderate",Canada,All genders,,All persons,,,,8.0
2018,"Food insecure, severe",Canada,All genders,,All persons,,,,3.6
2018,Food secure,Canada,All genders,,Persons in economic families,,,,83.9
2018,Food insecure,Canada,All genders,,Persons in economic families,,,,16.1
2018,"Food insecure, marginal",Canada,All genders,,Persons in economic families,,,,5.2
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in economic families,,,,10.9
2018,"Food insecure, moderate",Canada,All genders,,Persons in economic families,,,,7.9
2018,"Food insecure, severe",Canada,All genders,,Persons in economic families,,,,3.0
2018,Food secure,Canada,All genders,,Persons in senior families,,,,92.9
2018,Food insecure,Canada,All genders,,Persons in senior families,,,,7.1
2018,"Food insecure, marginal",Canada,All genders,,Persons in senior families,,,,2.7
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in senior families,,,,4.4
2018,"Food insecure, moderate",Canada,All genders,,Persons in senior families,,,,3.0
2018,"Food insecure, severe",Canada,All genders,,Persons in senior families,,,,1.5
2018,Food secure,Canada,All genders,,Persons in senior couples,,,,95.1
2018,Food insecure,Canada,All genders,,Persons in senior couples,,,,4.9
2018,"Food insecure, marginal",Canada,All genders,,Persons in senior couples,,,,2.0
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in senior couples,,,,2.9
2018,"Food insecure, moderate",Canada,All genders,,Persons in senior couples,,,,2.1
2018,"Food insecure, severe",Canada,All genders,,Persons in senior couples,,,,0.8
2018,Food secure,Canada,All genders,,Persons in other senior families,,,,87.5
2018,Food insecure,Canada,All genders,,Persons in other senior families,,,,12.5
2018,"Food insecure, marginal",Canada,All genders,,Persons in other senior families,,,,4.3
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in other senior families,,,,8.2
2018,"Food insecure, moderate",Canada,All genders,,Persons in other senior families,,,,5.2
2018,"Food insecure, severe",Canada,All genders,,Persons in other senior families,,,,3.0
2018,Food secure,Canada,All genders,,Persons in non-senior families,,,,82.4
2018,Food insecure,Canada,All genders,,Persons in non-senior families,,,,17.6
2018,"Food insecure, marginal",Canada,All genders,,Persons in non-senior families,,,,5.6
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in non-senior families,,,,12.0
2018,"Food insecure, moderate",Canada,All genders,,Persons in non-senior families,,,,8.8
2018,"Food insecure, severe",Canada,All genders,,Persons in non-senior families,,,,3.2
2018,Food secure,Canada,All genders,,Persons in couples,,,,88.5
2018,Food insecure,Canada,All genders,,Persons in couples,,,,11.5
2018,"Food insecure, marginal",Canada,All genders,,Persons in couples,,,,3.8
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in couples,,,,7.6
2018,"Food insecure, moderate",Canada,All genders,,Persons in couples,,,,4.7
2018,"Food insecure, severe",Canada,All genders,,Persons in couples,,,,2.9
2018,Food secure,Canada,All genders,,Persons in couple families with children,,,,82.1
2018,Food insecure,Canada,All genders,,Persons in couple families with children,,,,17.9
2018,"Food insecure, marginal",Canada,All genders,,Persons in couple families with children,,,,6.6
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in couple families with children,,,,11.3
2018,"Food insecure, moderate",Canada,All genders,,Persons in couple families with children,,,,8.9
2018,"Food insecure, severe",Canada,All genders,,Persons in couple families with children,,,,2.3
2018,Food secure,Canada,All genders,,Persons in couple families with other relatives,,,,89.1
2018,Food insecure,Canada,All genders,,Persons in couple families with other relatives,,,,10.9
2018,"Food insecure, marginal",Canada,All genders,,Persons in couple families with other relatives,,,,2.7
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in couple families with other relatives,,,,8.2
2018,"Food insecure, moderate",Canada,All genders,,Persons in couple families with other relatives,,,,6.6
2018,"Food insecure, severe",Canada,All genders,,Persons in couple families with other relatives,,,,1.6
2018,Food secure,Canada,All genders,,Persons in one-parent families,,,,58.2
2018,Food insecure,Canada,All genders,,Persons in one-parent families,,,,41.8
2018,"Food insecure, marginal",Canada,All genders,,Persons in one-parent families,,,,9.4
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in one-parent families,,,,32.4
2018,"Food insecure, moderate",Canada,All genders,,Persons in one-parent families,,,,21.4
2018,"Food insecure, severe",Canada,All genders,,Persons in one-parent families,,,,11.0
2018,Food secure,Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,70.0
2018,Food insecure,Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,30.0
2018,"Food insecure, marginal",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,6.8
2018,"Food insecure, moderate or severe",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,23.3
2018,"Food insecure, moderate",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,17.2
2018,"Food insecure, severe",Canada,Man+,,Persons in one-parent families where the parent is a man+,,,,6.0
2018,Food secure,Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,55.8
2018,Food insecure,Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,44.2
2018,"Food insecure, marginal",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,9.9
2018,"Food insecure, moderate or severe",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,34.2
2018,"Food insecure, moderate",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,22.2
2018,"Food insecure, severe",Canada,Woman+,,Persons in one-parent families where the parent is a woman+,,,,12.0
2018,Food secure,Canada,All genders,,Persons in other non-senior families,,,,78.4
2018,Food insecure,Canada,All genders,,Persons in other non-senior families,,,,21.6
2018,"Food insecure, marginal",Canada,All genders,,Persons in other non-senior families,,,,5.8
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons in other non-senior families,,,,15.9
2018,"Food insecure, moderate",Canada,All genders,,Persons in other non-senior families,,,,10.4
2018,"Food insecure, severe",Canada,All genders,,Persons in other non-senior families,,,,5.5
2018,Food secure,Canada,All genders,,Persons not in an economic family,,,,79.7
2018,Food insecure,Canada,All genders,,Persons not in an economic family,,,,20.3
2018,"Food insecure, marginal",Canada,All genders,,Persons not in an economic family,,,,4.9
2018,"Food insecure, moderate or severe",Canada,All genders,,Persons not in an economic family,,,,15.3
2018,"Food insecure, moderate",Canada,All genders,,Persons not in an economic family,,,,8.4
2018,"Food insecure, severe",Canada,All genders,,Persons not in an economic family,,,,7.0
2018,Food secure,Canada,All genders,,Seniors not in an economic family,,,,89.5
2018,Food insecure,Canada,All genders,,Seniors not in an economic family,,,,10.5
2018,"Food insecure, marginal",Canada,All genders,,Seniors not in an economic family,,,,3.6
2018,"Food insecure, moderate or severe",Canada,All genders,,Seniors not in an economic family,,,,7.0
2018,"Food insecure, moderate",Canada,All genders,,Seniors not in an economic family,,,,4.8
2018,"Food insecure, severe",Canada,All genders,,Seniors not in an economic family,,,,2.2
2018,Food secure,Canada,Man+,,Senior men+ not in an economic family,,,,87.2
2018,Food insecure,Canada,Man+,,Senior men+ not in an economic family,,,,12.8
2018,"Food insecure, marginal",Canada,Man+,,Senior men+ not in an economic family,,,,3.4
2018,"Food insecure, moderate or severe",Canada,Man+,,Senior men+ not in an economic family,,,,9.4
2018,"Food insecure, moderate",Canada,Man+,,Senior men+ not in an economic family,,,,6.2
2018,"Food insecure, severe",Canada,Man+,,Senior men+ not in an economic family,,,,3.3
2018,Food secure,Canada,Woman+,,Senior women+ not in an economic family,,,,90.7
2018,Food insecure,Canada,Woman+,,Senior women+ not in an economic family,,,,9.3
2018,"Food insecure, marginal",Canada,Woman+,,Senior women+ not in an economic family,,,,3.7
2018,"Food insecure, moderate or severe",Canada,Woman+,,Senior women+ not in an economic family,,,,5.6
2018,"Food insecure, moderate",Canada,Woman+,,Senior women+ not in an economic family,,,,4.1
2018,"Food insecure, severe",Canada,Woman+,,Senior women+ not in an economic family,,,,1.6
2018,Food secure,Canada,All genders,,Non-seniors not in an economic family,,,,75.5
2018,Food insecure,Canada,All genders,,Non-seniors not in an economic family,,,,24.5
2018,"Food insecure, marginal",Canada,All genders,,Non-seniors not in an economic family,,,,5.5
2018,"Food insecure, moderate or severe",Canada,All genders,,Non-seniors not in an economic family,,,,18.9
2018,"Food insecure, moderate",Canada,All genders,,Non-seniors not in an economic family,,,,9.9
2018,"Food insecure, severe",Canada,All genders,,Non-seniors not in an economic family,,,,9.1
2018,Food secure,Canada,Man+,,Non-senior men+ not in an economic family,,,,75.5
2018,Food insecure,Canada,Man+,,Non-senior men+ not in an economic family,,,,24.5
2018,"Food insecure, marginal",Canada,Man+,,Non-senior men+ not in an economic family,,,,5.8
2018,"Food insecure, moderate or severe",Canada,Man+,,Non-senior men+ not in an economic family,,,,18.7
2018,"Food insecure, moderate",Canada,Man+,,Non-senior men+ not in an economic family,,,,9.0
2018,"Food insecure, severe",Canada,Man+,,Non-senior men+ not in an economic family,,,,9.7
2018,Food secure,Canada,Woman+,,Non-senior women+ not in an economic family,,,,75.6
2018,Food insecure,Canada,Woman+,,Non-senior women+ not in an economic family,,,,24.4
2018,"Food insecure, marginal",Canada,Woman+,,Non-senior women+ not in an economic family,,,,5.1
2018,"Food insecure, moderate or severe",Canada,Woman+,,Non-senior women+ not in an economic family,,,,19.2
2018,"Food insecure, moderate",Canada,Woman+,,Non-senior women+ not in an economic family,,,,11.1
2018,"Food insecure, severe",Canada,Woman+,,Non-senior women+ not in an economic family,,,,8.2
2018,Food secure,Atlantic provinces,All genders,,All persons,,,,80.8
2018,Food insecure,Atlantic provinces,All genders,,All persons,,,,19.2
2018,"Food insecure, marginal",Atlantic provinces,All genders,,All persons,,,,5.6
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,All persons,,,,13.6
2018,"Food insecure, moderate",Atlantic provinces,All genders,,All persons,,,,8.6
2018,"Food insecure, severe",Atlantic provinces,All genders,,All persons,,,,5.0
2018,Food secure,Atlantic provinces,All genders,,Persons in economic families,,,,81.7
2018,Food insecure,Atlantic provinces,All genders,,Persons in economic families,,,,18.3
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in economic families,,,,5.6
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in economic families,,,,12.7
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in economic families,,,,8.5
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in economic families,,,,4.2
2018,Food secure,Atlantic provinces,All genders,,Persons in senior families,,,,90.8
2018,Food insecure,Atlantic provinces,All genders,,Persons in senior families,,,,9.2
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in senior families,,,,3.6
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in senior families,,,,5.7
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in senior families,,,,3.7
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in senior families,,,,1.9
2018,Food secure,Atlantic provinces,All genders,,Persons in senior couples,,,,92.6
2018,Food insecure,Atlantic provinces,All genders,,Persons in senior couples,,,,7.4
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in senior couples,,,,2.9
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in senior couples,,,,4.5
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in senior couples,,,,3.0
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in senior couples,,,,1.5
2018,Food secure,Atlantic provinces,All genders,,Persons in other senior families,,,,84.7
2018,Food insecure,Atlantic provinces,All genders,,Persons in other senior families,,,,15.3
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in other senior families,,,,6.0
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in other senior families,,,,9.4
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in other senior families,,,,6.1
2018,Food secure,Atlantic provinces,All genders,,Persons in non-senior families,,,,79.7
2018,Food insecure,Atlantic provinces,All genders,,Persons in non-senior families,,,,20.3
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in non-senior families,,,,6.1
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in non-senior families,,,,14.3
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in non-senior families,,,,9.5
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in non-senior families,,,,4.7
2018,Food secure,Atlantic provinces,All genders,,Persons in couples,,,,85.8
2018,Food insecure,Atlantic provinces,All genders,,Persons in couples,,,,14.2
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in couples,,,,3.9
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in couples,,,,10.3
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in couples,,,,5.8
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in couples,,,,4.5
2018,Food secure,Atlantic provinces,All genders,,Persons in couple families with children,,,,79.2
2018,Food insecure,Atlantic provinces,All genders,,Persons in couple families with children,,,,20.8
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in couple families with children,,,,7.8
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in couple families with children,,,,13.0
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in couple families with children,,,,9.5
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in couple families with children,,,,3.5
2018,Food secure,Atlantic provinces,All genders,,Persons in couple families with other relatives,,,,88.5
2018,Food insecure,Atlantic provinces,All genders,,Persons in couple families with other relatives,,,,11.5
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in couple families with other relatives,,,,9.9
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in couple families with other relatives,,,,8.3
2018,Food secure,Atlantic provinces,All genders,,Persons in one-parent families,,,,56.0
2018,Food insecure,Atlantic provinces,All genders,,Persons in one-parent families,,,,44.0
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in one-parent families,,,,7.6
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in one-parent families,,,,36.4
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in one-parent families,,,,22.0
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in one-parent families,,,,14.5
2018,Food secure,Atlantic provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,65.7
2018,Food insecure,Atlantic provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,34.3
2018,"Food insecure, moderate or severe",Atlantic provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,26.4
2018,Food secure,Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,54.1
2018,Food insecure,Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,45.9
2018,"Food insecure, marginal",Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,7.5
2018,"Food insecure, moderate or severe",Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,38.4
2018,"Food insecure, moderate",Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,22.8
2018,"Food insecure, severe",Atlantic provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,15.7
2018,Food secure,Atlantic provinces,All genders,,Persons in other non-senior families,,,,73.7
2018,Food insecure,Atlantic provinces,All genders,,Persons in other non-senior families,,,,26.3
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons in other non-senior families,,,,8.9
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons in other non-senior families,,,,17.4
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons in other non-senior families,,,,9.7
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons in other non-senior families,,,,7.7
2018,Food secure,Atlantic provinces,All genders,,Persons not in an economic family,,,,76.5
2018,Food insecure,Atlantic provinces,All genders,,Persons not in an economic family,,,,23.5
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Persons not in an economic family,,,,5.7
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Persons not in an economic family,,,,17.7
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Persons not in an economic family,,,,9.1
2018,"Food insecure, severe",Atlantic provinces,All genders,,Persons not in an economic family,,,,8.6
2018,Food secure,Atlantic provinces,All genders,,Seniors not in an economic family,,,,84.2
2018,Food insecure,Atlantic provinces,All genders,,Seniors not in an economic family,,,,15.8
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Seniors not in an economic family,,,,4.9
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Seniors not in an economic family,,,,10.9
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Seniors not in an economic family,,,,6.6
2018,"Food insecure, severe",Atlantic provinces,All genders,,Seniors not in an economic family,,,,4.3
2018,Food secure,Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,78.9
2018,Food insecure,Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,21.1
2018,"Food insecure, marginal",Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,6.8
2018,"Food insecure, moderate or severe",Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,14.3
2018,"Food insecure, moderate",Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,8.2
2018,"Food insecure, severe",Atlantic provinces,Man+,,Senior men+ not in an economic family,,,,6.1
2018,Food secure,Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,87.1
2018,Food insecure,Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,12.9
2018,"Food insecure, marginal",Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,3.8
2018,"Food insecure, moderate or severe",Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,9.1
2018,"Food insecure, moderate",Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,5.7
2018,"Food insecure, severe",Atlantic provinces,Woman+,,Senior women+ not in an economic family,,,,3.3
2018,Food secure,Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,72.6
2018,Food insecure,Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,27.4
2018,"Food insecure, marginal",Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,6.2
2018,"Food insecure, moderate or severe",Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,21.2
2018,"Food insecure, moderate",Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,10.4
2018,"Food insecure, severe",Atlantic provinces,All genders,,Non-seniors not in an economic family,,,,10.9
2018,Food secure,Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,73.1
2018,Food insecure,Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,26.9
2018,"Food insecure, marginal",Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,6.3
2018,"Food insecure, moderate or severe",Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,20.6
2018,"Food insecure, moderate",Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,10.2
2018,"Food insecure, severe",Atlantic provinces,Man+,,Non-senior men+ not in an economic family,,,,10.4
2018,Food secure,Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,72.0
2018,Food insecure,Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,28.0
2018,"Food insecure, marginal",Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,6.0
2018,"Food insecure, moderate or severe",Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,22.0
2018,"Food insecure, moderate",Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,10.6
2018,"Food insecure, severe",Atlantic provinces,Woman+,,Non-senior women+ not in an economic family,,,,11.4
2018,Food secure,Newfoundland and Labrador,All genders,,All persons,,,10,81.0
2018,Food insecure,Newfoundland and Labrador,All genders,,All persons,,,10,19.0
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,All persons,,,10,6.8
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,All persons,,,10,12.2
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,All persons,,,10,8.1
2018,"Food insecure, severe",Newfoundland and Labrador,All genders,,All persons,,,10,4.1
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in economic families,,,10,81.7
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in economic families,,,10,18.3
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in economic families,,,10,7.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in economic families,,,10,11.0
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in economic families,,,10,7.4
2018,"Food insecure, severe",Newfoundland and Labrador,All genders,,Persons in economic families,,,10,3.6
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in senior families,,,10,90.2
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in senior families,,,10,9.8
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in senior families,,,10,3.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in senior families,,,10,6.5
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in senior families,,,10,4.6
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in senior couples,,,10,89.4
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in senior couples,,,10,10.6
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in senior couples,,,10,4.2
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in senior couples,,,10,6.4
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in senior couples,,,10,4.0
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in other senior families,,,10,93.3
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,79.8
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,20.2
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,8.2
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,12.1
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,8.0
2018,"Food insecure, severe",Newfoundland and Labrador,All genders,,Persons in non-senior families,,,10,4.0
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in couples,,,10,88.7
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in couples,,,10,11.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in couples,,,10,8.2
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in couples,,,10,5.1
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in couple families with children,,,10,80.5
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in couple families with children,,,10,19.5
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in couple families with children,,,10,10.8
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in couple families with children,,,10,8.7
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in couple families with children,,,10,5.7
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in couple families with other relatives,,,10,88.9
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in couple families with other relatives,,,10,11.1
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in one-parent families,,,10,53.3
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in one-parent families,,,10,46.7
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in one-parent families,,,10,37.0
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in one-parent families,,,10,25.8
2018,Food secure,Newfoundland and Labrador,Man+,,Persons in one-parent families where the parent is a man+,,,10,58.3
2018,Food secure,Newfoundland and Labrador,Woman+,,Persons in one-parent families where the parent is a woman+,,,10,52.5
2018,Food insecure,Newfoundland and Labrador,Woman+,,Persons in one-parent families where the parent is a woman+,,,10,47.5
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,,Persons in one-parent families where the parent is a woman+,,,10,36.2
2018,"Food insecure, moderate",Newfoundland and Labrador,Woman+,,Persons in one-parent families where the parent is a woman+,,,10,23.1
2018,Food secure,Newfoundland and Labrador,All genders,,Persons in other non-senior families,,,10,70.4
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons in other non-senior families,,,10,29.6
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons in other non-senior families,,,10,10.7
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons in other non-senior families,,,10,18.9
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons in other non-senior families,,,10,10.6
2018,Food secure,Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,77.1
2018,Food insecure,Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,22.9
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,4.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,18.6
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,11.7
2018,"Food insecure, severe",Newfoundland and Labrador,All genders,,Persons not in an economic family,,,10,6.9
2018,Food secure,Newfoundland and Labrador,All genders,,Seniors not in an economic family,,,10,83.0
2018,Food insecure,Newfoundland and Labrador,All genders,,Seniors not in an economic family,,,10,17.0
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Seniors not in an economic family,,,10,4.7
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Seniors not in an economic family,,,10,12.3
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Seniors not in an economic family,,,10,9.7
2018,Food secure,Newfoundland and Labrador,Man+,,Senior men+ not in an economic family,,,10,77.6
2018,Food insecure,Newfoundland and Labrador,Man+,,Senior men+ not in an economic family,,,10,22.4
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,,Senior men+ not in an economic family,,,10,14.4
2018,Food secure,Newfoundland and Labrador,Woman+,,Senior women+ not in an economic family,,,10,86.0
2018,Food insecure,Newfoundland and Labrador,Woman+,,Senior women+ not in an economic family,,,10,14.0
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Woman+,,Senior women+ not in an economic family,,,10,11.1
2018,"Food insecure, moderate",Newfoundland and Labrador,Woman+,,Senior women+ not in an economic family,,,10,8.0
2018,Food secure,Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,74.0
2018,Food insecure,Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,26.0
2018,"Food insecure, marginal",Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,4.1
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,21.9
2018,"Food insecure, moderate",Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,12.8
2018,"Food insecure, severe",Newfoundland and Labrador,All genders,,Non-seniors not in an economic family,,,10,9.2
2018,Food secure,Newfoundland and Labrador,Man+,,Non-senior men+ not in an economic family,,,10,77.7
2018,Food insecure,Newfoundland and Labrador,Man+,,Non-senior men+ not in an economic family,,,10,22.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Man+,,Non-senior men+ not in an economic family,,,10,18.8
2018,"Food insecure, moderate",Newfoundland and Labrador,Man+,,Non-senior men+ not in an economic family,,,10,11.5
2018,"Food insecure, severe",Newfoundland and Labrador,Man+,,Non-senior men+ not in an economic family,,,10,7.3
2018,Food secure,Newfoundland and Labrador,Woman+,,Non-senior women+ not in an economic family,,,10,68.5
2018,Food insecure,Newfoundland and Labrador,Woman+,,Non-senior women+ not in an economic family,,,10,31.5
